indexed_2,tiff,indexed_4,indexed_1,dpi400,dpi200,dpi100,dpi50,indexed_8,high_quality,full_hd_resolution,low_quality,anyScriptOrigin,sd_resolution,validate,jpg,png,4k_resolution,onload,pdf,config,workload,time,max-resident-size
False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,True,False,1,corona,1.78,310280
False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,True,False,1,cranium,1.94,502156
False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,True,False,1,cubus,7.7,2169308
False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,True,False,1,flame,2.1,673556
False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,True,False,1,france,3.58,1021368
False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,True,False,1,frisco,4.84,1397328
False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,True,False,1,jelly,1.57,413100
False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,True,False,1,karte,18.47,2967080
False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,True,False,1,mandelbrot,1.34,398516
False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,True,False,1,strawberry,1.59,414228
False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,True,False,1,village,2.3,673720
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,2,corona,1.22,228616
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,2,cranium,2.82,880032
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,2,cubus,5.55,2583444
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,2,flame,1.56,422776
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,2,france,5.36,1993464
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,2,frisco,5.41,2265056
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,2,jelly,1.82,478608
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,2,karte,8.93,4630036
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,2,mandelbrot,1.41,302100
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,2,strawberry,1.81,460304
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,2,village,3.02,913532
False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,3,corona,1.18,230952
False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,3,cranium,2.88,916196
False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,3,cubus,5.14,2522000
False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,3,flame,1.47,390236
False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,3,france,5.47,2171852
False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,3,frisco,5.19,2356032
False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,3,jelly,1.8,459484
False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,3,karte,8.75,4729712
False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,3,mandelbrot,1.19,207032
False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,3,strawberry,1.75,468736
False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,3,village,2.93,836672
False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,4,corona,1.32,241956
False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,4,cranium,3.04,848804
False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,4,cubus,6.93,2856580
False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,4,flame,2.05,543804
False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,4,france,5.47,1846508
False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,4,frisco,5.73,2250848
False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,4,jelly,1.96,488456
False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,4,karte,9.69,3960152
False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,4,mandelbrot,1.29,223744
False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,4,strawberry,1.92,485032
False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,4,village,3.14,971528
False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,True,True,False,5,corona,1.83,312180
False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,True,True,False,5,cranium,2.04,510148
False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,True,True,False,5,cubus,8.16,2106572
False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,True,True,False,5,flame,2.19,706912
False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,True,True,False,5,france,3.81,1011356
False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,True,True,False,5,frisco,4.85,1436004
False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,True,True,False,5,jelly,1.69,406304
False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,True,True,False,5,karte,19.04,2976028
False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,True,True,False,5,mandelbrot,1.44,393760
False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,True,True,False,5,strawberry,1.62,417540
False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,False,True,True,False,5,village,2.39,668768
False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,6,corona,1.23,232048
False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,6,cranium,2.9,782284
False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,6,cubus,5.69,2522012
False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,6,flame,1.66,418668
False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,6,france,5.3,1956452
False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,6,frisco,5.6,2209440
False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,6,jelly,1.94,473936
False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,6,karte,9.09,4619376
False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,6,mandelbrot,1.41,302172
False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,6,strawberry,1.92,450560
False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,6,village,3.21,798348
False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,7,corona,1.16,170288
False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,7,cranium,1.72,389980
False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,7,cubus,6.17,1984140
False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,7,flame,1.99,503500
False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,7,france,2.81,837784
False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,7,frisco,4.42,1105524
False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,7,jelly,1.46,254764
False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,7,karte,8.35,2899944
False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,7,mandelbrot,1.17,272720
False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,7,strawberry,1.46,271876
False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,7,village,2.42,445216
False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,8,corona,1.36,194344
False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,8,cranium,1.68,422660
False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,8,cubus,6.34,1926268
False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,8,flame,1.97,521228
False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,8,france,2.93,867448
False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,8,frisco,4.38,1141096
False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,8,jelly,1.48,287772
False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,8,karte,12.14,2731384
False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,8,mandelbrot,1.2,302892
False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,8,strawberry,1.42,313020
False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,8,village,2.14,471032
False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,9,corona,1.19,232492
False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,9,cranium,2.79,906056
False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,9,cubus,5.31,2491316
False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,9,flame,1.5,408828
False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,9,france,5.41,2104828
False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,9,frisco,5.31,2143764
False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,9,jelly,1.79,454136
False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,9,karte,8.55,4663512
False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,9,mandelbrot,1.18,204632
False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,9,strawberry,1.79,455216
False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,9,village,3.02,845336
False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,10,corona,1.42,198304
False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,10,cranium,1.85,420836
False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,10,cubus,6.84,2123608
False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,10,flame,2.18,530644
False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,10,france,3.24,987060
False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,10,frisco,4.87,1244224
False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,10,jelly,1.63,302828
False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,10,karte,12.64,2966716
False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,10,mandelbrot,1.25,305840
False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,10,strawberry,1.58,318684
False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,10,village,2.34,479580
False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,False,11,corona,1.46,196912
False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,False,11,cranium,1.78,432116
False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,False,11,cubus,6.66,2057048
False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,False,11,flame,2.09,560072
False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,False,11,france,3.22,986744
False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,False,11,frisco,4.76,1249576
False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,False,11,jelly,1.56,306340
False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,False,11,karte,12.11,2973328
False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,False,11,mandelbrot,1.23,308880
False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,False,11,strawberry,1.55,316052
False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,False,11,village,2.25,476724
False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,12,corona,1.11,156104
False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,12,cranium,1.65,377564
False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,12,cubus,6.0,1943264
False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,12,flame,1.94,511396
False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,12,france,2.71,833240
False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,12,frisco,3.93,1097172
False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,12,jelly,1.4,245128
False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,12,karte,8.08,2670432
False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,12,mandelbrot,1.15,277004
False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,12,strawberry,1.42,267464
False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,12,village,2.07,456300
True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,13,corona,2.86,259808
True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,13,cranium,2.06,449128
True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,13,cubus,6.42,1686180
True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,13,flame,1.68,434436
True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,13,france,3.81,1059208
True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,13,frisco,5.64,1230476
True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,13,jelly,4.02,421188
True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,13,karte,17.78,2431052
True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,13,mandelbrot,1.62,267484
True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,13,strawberry,2.09,356884
True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,13,village,16.19,638008
False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,True,False,14,corona,1.46,200352
False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,True,False,14,cranium,1.82,433128
False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,True,False,14,cubus,6.87,2114004
False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,True,False,14,flame,2.15,532296
False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,True,False,14,france,3.25,997492
False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,True,False,14,frisco,4.36,1272948
False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,True,False,14,jelly,1.59,303012
False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,True,False,14,karte,12.64,2960968
False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,True,False,14,mandelbrot,1.25,304708
False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,True,False,14,strawberry,1.63,327816
False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,True,False,14,village,2.29,478960
False,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,15,corona,1.4,189796
False,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,15,cranium,1.78,419900
False,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,15,cubus,6.75,2093440
False,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,15,flame,2.13,530428
False,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,15,france,3.13,990596
False,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,15,frisco,4.83,1225024
False,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,15,jelly,1.53,299564
False,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,15,karte,12.22,2981284
False,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,15,mandelbrot,1.26,302704
False,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,15,strawberry,1.6,320212
False,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,15,village,2.27,470884
False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,16,corona,1.49,193036
False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,16,cranium,1.92,429992
False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,16,cubus,7.06,2083540
False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,16,flame,2.14,530008
False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,16,france,3.36,991556
False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,16,frisco,5.09,1270128
False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,16,jelly,1.64,307348
False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,16,karte,12.84,2914372
False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,16,mandelbrot,1.25,310004
False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,16,strawberry,1.6,322896
False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,16,village,2.37,479184
False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,17,corona,1.21,224424
False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,17,cranium,2.92,910820
False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,17,cubus,5.78,2508352
False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,17,flame,1.68,421840
False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,17,france,5.53,1656948
False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,17,frisco,5.9,2109016
False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,17,jelly,1.92,452720
False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,17,karte,9.2,4528780
False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,17,mandelbrot,1.4,300760
False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,17,strawberry,1.96,453236
False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,17,village,3.18,781964
False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,18,corona,1.74,208220
False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,18,cranium,2.06,418404
False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,18,cubus,7.1,2080700
False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,18,flame,2.26,581728
False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,18,france,3.42,983740
False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,18,frisco,5.44,1380404
False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,18,jelly,2.15,309612
False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,18,karte,12.77,2913940
False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,18,mandelbrot,1.39,317764
False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,18,strawberry,1.79,315624
False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,18,village,5.53,558840
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,19,corona,2.65,257280
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,19,cranium,2.01,445120
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,19,cubus,6.18,1671640
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,19,flame,1.68,435436
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,19,france,3.57,1061984
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,19,frisco,5.34,1240136
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,19,jelly,3.99,434612
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,19,karte,17.29,2419956
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,19,mandelbrot,1.54,269884
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,19,strawberry,2.05,350416
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,19,village,15.5,627800
False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,20,corona,1.73,278140
False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,20,cranium,1.77,435048
False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,20,cubus,5.76,1634408
False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,20,flame,1.52,432360
False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,20,france,3.32,980168
False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,20,frisco,4.12,1163756
False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,20,jelly,1.62,361756
False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,20,karte,17.29,2425544
False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,20,mandelbrot,1.38,275228
False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,20,strawberry,1.45,362480
False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,20,village,2.15,556896
False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,21,corona,1.42,184832
False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,21,cranium,1.6,361968
False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,21,cubus,4.95,1569940
False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,21,flame,1.35,377132
False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,21,france,2.99,955048
False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,21,frisco,3.91,1099636
False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,21,jelly,1.71,292160
False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,21,karte,11.34,2373532
False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,21,mandelbrot,1.24,272404
False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,21,strawberry,1.42,285460
False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,21,village,4.93,472660
False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,True,False,22,corona,1.22,172412
False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,True,False,22,cranium,1.66,398900
False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,True,False,22,cubus,6.2,2100292
False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,True,False,22,flame,2.0,507856
False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,True,False,22,france,2.81,859088
False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,True,False,22,frisco,4.44,1230244
False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,True,False,22,jelly,1.4,258340
False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,True,False,22,karte,8.28,2955036
False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,True,False,22,mandelbrot,1.15,271644
False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,True,False,22,strawberry,1.49,282528
False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,True,False,22,village,2.07,457268
False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,23,corona,1.25,168868
False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,23,cranium,1.5,358268
False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,23,cubus,4.73,1556468
False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,23,flame,1.33,363812
False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,23,france,2.83,951264
False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,23,frisco,3.67,1085500
False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,23,jelly,1.32,266412
False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,23,karte,10.99,2358280
False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,23,mandelbrot,1.16,271760
False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,23,strawberry,1.27,275236
False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,23,village,1.91,396828
False,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,24,corona,1.14,159092
False,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,24,cranium,1.63,387336
False,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,24,cubus,5.9,1943768
False,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,24,flame,1.93,505252
False,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,24,france,2.71,825916
False,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,24,frisco,4.13,1094032
False,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,24,jelly,1.36,243852
False,True,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,24,karte,8.06,2687584
