OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,MV_STORE,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,PAGE_STORE,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,config,workload,throughput
True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,934,tpcc-8,568.4121889049133
True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,934,ycsb-600,18860.219173985643
True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,934,smallbank-10,11585.048657008612
True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,934,voter-16,25524.649971497474
True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,934,voter-2,25036.833309131063
True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,934,smallbank-1,16631.70975680197
True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,934,tpcc-2,660.9256804418333
True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,934,ycsb-2400,12908.850743599274
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,True,False,935,voter-16,25162.08332410724
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,True,False,935,smallbank-10,11804.064764669944
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,True,False,935,tpcc-8,549.1271180929599
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,True,False,935,ycsb-600,19599.44233494517
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,True,False,935,smallbank-1,15572.348090954592
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,True,False,935,tpcc-2,647.2166515217971
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,True,False,935,ycsb-2400,13647.43184568371
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,True,False,935,voter-2,25161.59992157968
False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,936,voter-2,25392.133293552324
False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,936,ycsb-2400,13551.487578296248
False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,936,tpcc-2,631.1761441949725
False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,936,smallbank-1,16045.520066547464
False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,936,ycsb-600,19109.75210233246
False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,936,tpcc-8,548.3303843119993
False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,936,smallbank-10,11443.269623999931
False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,936,voter-16,25046.716593613743
False,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,False,937,ycsb-2400,12453.01970321611
False,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,False,937,tpcc-2,648.0474848305042
False,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,False,937,smallbank-1,16937.97417246563
False,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,False,937,voter-2,24445.899963738582
False,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,False,937,voter-16,25596.09992022549
False,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,False,937,smallbank-10,11711.566786972557
False,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,False,937,ycsb-600,19692.52112364203
False,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,False,937,tpcc-8,576.4948484324261
True,True,False,False,False,True,False,True,True,False,True,True,True,False,True,True,True,938,voter-16,26361.966646455825
True,True,False,False,False,True,False,True,True,False,True,True,True,False,True,True,True,938,smallbank-10,12304.430642511144
True,True,False,False,False,True,False,True,True,False,True,True,True,False,True,True,True,938,ycsb-600,20546.828627531308
True,True,False,False,False,True,False,True,True,False,True,True,True,False,True,True,True,938,tpcc-8,513.6764974292408
True,True,False,False,False,True,False,True,True,False,True,True,True,False,True,True,True,938,ycsb-2400,14670.112873518025
True,True,False,False,False,True,False,True,True,False,True,True,True,False,True,True,True,938,smallbank-1,17202.97839000426
True,True,False,False,False,True,False,True,True,False,True,True,True,False,True,True,True,938,tpcc-2,692.5218893398599
True,True,False,False,False,True,False,True,True,False,True,True,True,False,True,True,True,938,voter-2,26142.66661350991
True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,939,ycsb-600,19644.891299550545
True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,939,tpcc-8,559.8127836185953
True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,939,smallbank-10,11782.09921425786
True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,939,voter-16,25205.83331274857
True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,939,voter-2,25353.68325431436
True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,939,ycsb-2400,12775.883678909144
True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,939,smallbank-1,17059.09981232774
True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,939,tpcc-2,672.1556955733646
False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,940,smallbank-1,25972.64203474751
False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,940,tpcc-2,895.7857370009002
False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,940,ycsb-2400,16893.339680475685
False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,940,voter-2,47155.58326417181
False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,940,voter-16,47109.96639185853
False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,940,smallbank-10,18108.591102288025
False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,940,tpcc-8,1013.952300584891
False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,940,ycsb-600,26381.12920802703
False,True,False,True,False,True,False,True,True,False,True,True,True,False,True,True,True,941,voter-2,25524.09986812548
False,True,False,True,False,True,False,True,True,False,True,True,True,False,True,True,True,941,smallbank-1,16316.271859626551
False,True,False,True,False,True,False,True,True,False,True,True,True,False,True,True,True,941,tpcc-2,659.3235366976422
False,True,False,True,False,True,False,True,True,False,True,True,True,False,True,True,True,941,ycsb-2400,14137.065818746634
False,True,False,True,False,True,False,True,True,False,True,True,True,False,True,True,True,941,tpcc-8,551.8786299477097
False,True,False,True,False,True,False,True,True,False,True,True,True,False,True,True,True,941,ycsb-600,18961.64569412629
False,True,False,True,False,True,False,True,True,False,True,True,True,False,True,True,True,941,smallbank-10,11993.442696267322
False,True,False,True,False,True,False,True,True,False,True,True,True,False,True,True,True,941,voter-16,25729.41665723255
False,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,True,942,voter-16,25008.283302072978
False,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,True,942,smallbank-10,11507.96874580334
False,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,True,942,ycsb-600,19311.73318558459
False,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,True,942,tpcc-8,557.4602675245097
False,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,True,942,ycsb-2400,12099.532686008331
False,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,True,942,tpcc-2,640.8727536029737
False,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,True,942,smallbank-1,15700.179021550288
False,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,True,942,voter-2,25344.06661809054
True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,True,943,ycsb-600,18949.726505728653
True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,True,943,tpcc-8,544.5434535076777
True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,True,943,smallbank-10,11346.942232481915
True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,True,943,voter-16,25308.299989033072
True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,True,943,voter-2,25286.598062203702
True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,True,943,ycsb-2400,12419.5232167577
True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,True,943,tpcc-2,647.4456207533566
True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,True,943,smallbank-1,15821.148899258951
True,True,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,945,tpcc-8,554.3940500859761
True,True,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,945,ycsb-600,19642.756293991744
True,True,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,945,voter-16,24998.76739491149
True,True,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,945,smallbank-10,11790.98085649574
True,True,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,945,voter-2,25157.43327924485
True,True,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,945,smallbank-1,16414.105521199588
True,True,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,945,tpcc-2,646.5748497109403
True,True,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,945,ycsb-2400,12789.743305180922
True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,True,947,voter-2,25584.53326723996
True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,True,947,ycsb-2400,12660.25336297868
True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,True,947,tpcc-2,633.189865659009
True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,True,947,smallbank-1,16613.539547314704
True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,True,947,ycsb-600,18821.585399155127
True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,True,947,tpcc-8,576.2494633964997
True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,True,947,voter-16,24789.34994257133
True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,True,947,smallbank-10,11444.82649438479
False,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,948,ycsb-600,18726.45550587214
False,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,948,tpcc-8,558.3422717240574
False,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,948,voter-16,24280.6499550808
False,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,948,smallbank-10,11534.465160874115
False,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,948,voter-2,24727.049943127786
False,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,948,ycsb-2400,12152.74522285261
False,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,948,smallbank-1,15640.88155422666
False,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,948,tpcc-2,639.7098734702402
True,True,True,True,False,True,False,True,True,False,True,True,True,False,True,False,False,950,voter-2,25860.249955175565
True,True,True,True,False,True,False,True,True,False,True,True,True,False,True,False,False,950,smallbank-1,17749.615449775945
True,True,True,True,False,True,False,True,True,False,True,True,True,False,True,False,False,950,tpcc-2,709.4435185476626
True,True,True,True,False,True,False,True,True,False,True,True,True,False,True,False,False,950,ycsb-2400,12830.997649652458
True,True,True,True,False,True,False,True,True,False,True,True,True,False,True,False,False,950,tpcc-8,562.9073273773802
True,True,True,True,False,True,False,True,True,False,True,True,True,False,True,False,False,950,ycsb-600,19161.04320356492
True,True,True,True,False,True,False,True,True,False,True,True,True,False,True,False,False,950,smallbank-10,11864.129646521644
True,True,True,True,False,True,False,True,True,False,True,True,True,False,True,False,False,950,voter-16,25714.7333076186
False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,951,smallbank-1,16426.167537786405
False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,951,tpcc-2,660.407409625938
False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,951,ycsb-2400,12279.080011090302
False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,951,voter-2,24647.33331115073
False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,951,voter-16,25539.06659473163
False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,951,smallbank-10,11678.880031477353
False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,951,tpcc-8,522.3971979223767
False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,951,ycsb-600,19144.262248418203
True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,True,952,ycsb-600,20676.36389238218
True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,True,952,tpcc-8,594.930452779236
True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,True,952,smallbank-10,11978.95550816275
True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,True,952,voter-16,25895.38329060595
True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,True,952,voter-2,25654.83327603753
True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,True,952,ycsb-2400,13969.307644940684
True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,True,952,tpcc-2,714.2966061387253
True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,True,952,smallbank-1,17409.179509885325
True,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,False,953,voter-16,24962.183281744823
True,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,False,953,smallbank-10,11179.242765813706
True,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,False,953,ycsb-600,18582.578463458936
True,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,False,953,tpcc-8,543.2577205339367
True,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,False,953,ycsb-2400,12747.671811646323
True,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,False,953,tpcc-2,637.7077748201939
True,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,False,953,smallbank-1,16393.621458432823
True,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,False,953,voter-2,25524.449986812368
True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,954,tpcc-8,282.21466179489494
True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,954,ycsb-600,23002.807315119742
True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,954,voter-16,46954.03322455649
True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,954,smallbank-10,17649.311664195233
True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,954,voter-2,46921.06662991183
True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,954,smallbank-1,25660.726901510792
True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,954,tpcc-2,842.8082614943896
True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,954,ycsb-2400,13404.6160323308
True,True,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,955,smallbank-10,11521.406545222855
True,True,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,955,voter-16,25067.2999247981
True,True,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,955,tpcc-8,539.7973238917904
True,True,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,955,ycsb-600,19481.503233196112
True,True,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,955,smallbank-1,15472.546063746651
True,True,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,955,tpcc-2,637.416195488615
True,True,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,955,ycsb-2400,12813.33230917196
True,True,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,955,voter-2,24931.28331421935
False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,956,voter-2,46918.06655328134
False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,956,ycsb-2400,17437.781949479686
False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,956,tpcc-2,875.8605143450582
False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,956,smallbank-1,25766.37650545627
False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,956,ycsb-600,26553.66047294805
False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,956,tpcc-8,1003.546505968856
False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,956,voter-16,46485.033277551294
False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,956,smallbank-10,17986.142511752507
True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,957,ycsb-2400,14055.71362214753
True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,957,tpcc-2,712.1552974752893
True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,957,smallbank-1,17870.158086692623
True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,957,voter-2,29478.222586064683
True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,957,smallbank-10,11962.346501744996
True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,957,voter-16,28614.14991463445
True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,957,ycsb-600,22160.22893854908
True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,957,tpcc-8,590.7631611272988
False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,958,smallbank-10,11643.013143867
False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,958,voter-16,25034.549950765384
False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,958,ycsb-600,18996.50760921256
False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,958,tpcc-8,557.8149471370137
False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,958,ycsb-2400,12130.803838775068
False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,958,smallbank-1,15978.98579429748
False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,958,tpcc-2,640.3282967564103
False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,958,voter-2,24954.81659887275
False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False,False,959,ycsb-600,18978.535438767063
False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False,False,959,tpcc-8,577.9097771923125
False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False,False,959,voter-16,25619.283254340546
False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False,False,959,smallbank-10,11908.430760143843
False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False,False,959,voter-2,25230.08325722258
False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False,False,959,ycsb-2400,13634.5811129418
False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False,False,959,smallbank-1,17797.960048517318
False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False,False,959,tpcc-2,689.8232296074598
True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,960,voter-16,47688.96662215696
True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,960,smallbank-10,18191.56267205672
True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,960,tpcc-8,362.8944794435385
True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,960,ycsb-600,25935.832548980165
True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,960,tpcc-2,871.6784152365468
True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,960,smallbank-1,26582.766101782887
True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,960,ycsb-2400,18950.9696263316
True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,960,voter-2,47052.38485933552
False,True,False,True,True,False,False,True,False,False,True,True,False,True,True,True,False,961,tpcc-8,559.2811216841017
False,True,False,True,True,False,False,True,False,False,True,True,False,True,True,True,False,961,ycsb-600,19398.62106589832
False,True,False,True,True,False,False,True,False,False,True,True,False,True,True,True,False,961,smallbank-10,11697.775448712324
False,True,False,True,True,False,False,True,False,False,True,True,False,True,True,True,False,961,voter-16,25278.866605997388
False,True,False,True,True,False,False,True,False,False,True,True,False,True,True,True,False,961,voter-2,25285.11662073204
False,True,False,True,True,False,False,True,False,False,True,True,False,True,True,True,False,961,tpcc-2,639.8653072728213
False,True,False,True,True,False,False,True,False,False,True,True,False,True,True,True,False,961,smallbank-1,16659.176097643307
False,True,False,True,True,False,False,True,False,False,True,True,False,True,True,True,False,961,ycsb-2400,12156.974313668858
False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,962,ycsb-2400,15315.881498604827
False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,962,smallbank-1,24596.937014571868
False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,962,tpcc-2,888.8273469626413
False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,962,voter-2,47339.566528592935
False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,962,voter-16,47089.19989954304
False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,962,smallbank-10,17661.62006657538
False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,962,ycsb-600,22503.85598195436
False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,962,tpcc-8,1014.8530584512632
False,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,963,voter-2,24813.88328122417
False,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,963,ycsb-2400,13084.525301106729
False,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,963,smallbank-1,15459.7167800009
False,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,963,tpcc-2,630.4141776759172
False,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,963,ycsb-600,19177.45728480685
False,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,963,tpcc-8,557.6131707480669
False,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,963,smallbank-10,11580.851369676637
False,True,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,963,voter-16,24886.449970136266
False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,False,964,tpcc-2,677.9887910938122
False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,False,964,smallbank-1,17989.02935158639
False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,False,964,ycsb-2400,11907.307406206182
False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,False,964,voter-2,25152.54995807908
False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,False,964,smallbank-10,11737.403270854476
False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,False,964,voter-16,25309.11659833205
False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,False,964,tpcc-8,564.5815886444888
False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,True,False,964,ycsb-600,19484.15964754466
True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,965,voter-2,25277.14991279384
True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,965,tpcc-2,623.4282421065942
True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,965,smallbank-1,15672.425897028452
True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,965,ycsb-2400,12420.073393557564
True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,965,tpcc-8,542.0482835589395
True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,965,ycsb-600,19063.2310270001
True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,965,voter-16,25113.28330026751
True,True,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,965,smallbank-10,11773.443849761998
True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,966,smallbank-10,16639.02876083442
True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,966,voter-16,42886.87824007925
True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,966,ycsb-600,16092.96946809862
True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,966,tpcc-8,872.642654268665
True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,966,ycsb-2400,12226.692070489156
True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,966,smallbank-1,23273.604341001297
True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,966,tpcc-2,749.2757768621478
True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False,966,voter-2,45974.34999003889
False,True,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,967,ycsb-600,19696.17047084469
False,True,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,967,tpcc-8,555.1329892619066
False,True,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,967,voter-16,25188.449924854456
False,True,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,967,smallbank-10,11836.28242567204
False,True,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,967,voter-2,25140.166633565444
False,True,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,967,ycsb-2400,12408.398309268594
False,True,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,967,smallbank-1,15989.992489494443
False,True,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,967,tpcc-2,637.2954998759083
False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,968,voter-2,24319.457844240187
False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,968,ycsb-2400,12601.055076937446
False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,968,tpcc-2,634.7426622901916
False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,968,smallbank-1,16351.865672311022
False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,968,ycsb-600,19113.97680604353
False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,968,tpcc-8,550.9156221122834
False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,968,voter-16,25191.199976488213
False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,968,smallbank-10,11554.098050703888
True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,True,969,ycsb-2400,13994.7449761198
True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,True,969,tpcc-2,878.4465511017141
True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,True,969,smallbank-1,22840.27008486077
True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,True,969,voter-2,45623.69995665749
True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,True,969,smallbank-10,17695.923789578566
True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,True,969,voter-16,47478.166616023285
True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,True,969,ycsb-600,20232.56340475423
True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,True,969,tpcc-8,298.5803649966347
True,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,970,tpcc-8,537.9972399934592
True,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,970,ycsb-600,19247.81130615122
True,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,970,smallbank-10,11591.931932229829
True,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,970,voter-16,25604.62325318913
True,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,970,voter-2,25278.3833046845
True,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,970,tpcc-2,641.6223124328279
True,True,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,970,smallbank-1,15860.170358940906
