OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,MV_STORE,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,PAGE_STORE,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,config,workload,throughput
False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True,True,637,ycsb-600,19700.10558252973
False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True,True,637,tpcc-8,819.6550124155335
False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True,True,637,smallbank-10,14454.193847830838
False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True,True,637,voter-16,31301.74998695761
False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True,True,637,voter-2,31249.66665104184
False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True,True,637,ycsb-2400,12508.17332042053
False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True,True,637,smallbank-1,18963.141576473783
False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True,True,637,tpcc-2,730.0768915728883
False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True,638,voter-2,24735.249955888805
False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True,638,ycsb-2400,13259.340382424927
False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True,638,tpcc-2,637.724233837558
False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True,638,smallbank-1,16292.259062548595
False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True,638,ycsb-600,19095.92650564509
False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True,638,tpcc-8,548.1313504499021
False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True,638,smallbank-10,11648.39024248754
False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True,638,voter-16,25032.18327575931
True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,True,639,ycsb-2400,14152.21505349175
True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,True,639,tpcc-2,735.3771749539505
True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,True,639,smallbank-1,17800.02427629492
True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,True,639,voter-2,26119.549999129347
True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,True,639,voter-16,26152.81665664142
True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,True,639,smallbank-10,11959.64450374604
True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,True,639,ycsb-600,21014.223952563792
True,True,False,True,True,False,False,True,True,False,True,True,True,False,True,False,True,639,tpcc-8,612.3243759870209
False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,640,tpcc-8,974.5163424288376
False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,640,ycsb-600,21534.60455615491
False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,640,smallbank-10,17515.808673323005
False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,640,voter-16,46698.06662930821
False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,640,voter-2,44408.366511977525
False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,640,tpcc-2,838.35155930609
False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,640,smallbank-1,25282.84286058233
False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,640,ycsb-2400,13939.362404157073
True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,642,voter-2,25229.349987385325
True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,642,ycsb-2400,13008.207944281472
True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,642,smallbank-1,17054.375929421563
True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,642,tpcc-2,669.1493379324926
True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,642,ycsb-600,19675.27986307192
True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,642,tpcc-8,564.9450461757893
True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,642,smallbank-10,11621.083668503752
True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,642,voter-16,24852.63331676491
False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,643,ycsb-2400,13082.825312907276
False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,643,smallbank-1,17859.476119529845
False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,643,tpcc-2,687.5226379103341
False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,643,voter-2,25748.249950649188
False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,643,voter-16,26129.316584794808
False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,643,smallbank-10,12046.73717750498
False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,643,ycsb-600,20749.51415556012
False,False,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,643,tpcc-8,584.4487894312225
True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,True,644,voter-2,24927.616606009466
True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,True,644,tpcc-2,630.2290479963872
True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,True,644,smallbank-1,15941.617471991376
True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,True,644,ycsb-2400,12247.838109323173
True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,True,644,tpcc-8,538.7765495798384
True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,True,644,ycsb-600,18849.0435213218
True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,True,644,voter-16,25146.94998239713
True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,True,644,smallbank-10,11494.903871142347
False,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,True,645,tpcc-2,635.8481053845953
False,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,True,645,smallbank-1,16260.79371108634
False,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,True,645,ycsb-2400,12769.870482725204
False,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,True,645,voter-2,25389.71666328137
False,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,True,645,smallbank-10,11489.225975058556
False,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,True,645,voter-16,25386.316626471664
False,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,True,645,tpcc-8,554.7075494379133
False,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,True,645,ycsb-600,19120.32468158013
False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,646,ycsb-600,16285.58833054839
False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,646,tpcc-8,875.2866856641098
False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,646,voter-16,45480.08323934116
False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,646,smallbank-10,16984.63712862182
False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,646,voter-2,46323.39993437519
False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,646,ycsb-2400,12378.430240041078
False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,646,smallbank-1,24334.22360868232
False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,646,tpcc-2,768.6989936961473
True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,647,smallbank-10,12600.611167822784
True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,647,voter-16,30748.34993747836
True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,647,ycsb-600,24219.443267858867
True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,647,tpcc-8,633.9385749688204
True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,647,ycsb-2400,14934.28620247494
True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,647,smallbank-1,19101.89803172598
True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,647,tpcc-2,739.2935693781025
True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,647,voter-2,29538.24996849253
True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,648,ycsb-2400,13194.857867211978
True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,648,tpcc-2,845.9949857172201
True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,648,smallbank-1,25130.1787074587
True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,648,voter-2,46201.816552702185
True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,648,smallbank-10,16953.238635209775
True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,648,voter-16,46526.09938430462
True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,648,ycsb-600,19940.341604119167
True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,648,tpcc-8,984.940863704964
False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,653,voter-2,29028.683278662647
False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,653,ycsb-2400,14192.510832362006
False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,653,smallbank-1,19270.905165428787
False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,653,tpcc-2,740.4615586789913
False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,653,ycsb-600,22548.0304358372
False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,653,tpcc-8,606.5490409145474
False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,653,smallbank-10,12847.189975815678
False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,653,voter-16,29432.383262695614
False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,654,tpcc-2,768.9534385913486
False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,654,smallbank-1,23002.061145866643
False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,654,ycsb-2400,12318.631155913925
False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,654,voter-2,46185.8827929585
False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,654,smallbank-10,16657.843701489943
False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,654,voter-16,45505.98333333333
False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,654,tpcc-8,918.5991246056544
False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,654,ycsb-600,15378.134498016816
True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,655,voter-2,25386.099929342025
True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,655,tpcc-2,688.8610042406929
True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,655,smallbank-1,19714.24330175727
True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,655,ycsb-2400,13721.083520978693
True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,655,tpcc-8,553.9925555403707
True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,655,ycsb-600,19743.20044489593
True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,655,voter-16,25650.41662776353
True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,655,smallbank-10,11850.008689312215
True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,656,smallbank-10,12812.54115540243
True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,656,voter-16,29150.183264344567
True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,656,ycsb-600,22855.899805790938
True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,656,tpcc-8,666.3127513463085
True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,656,ycsb-2400,14111.977269367811
True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,656,smallbank-1,19463.775521871423
True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,656,tpcc-2,714.8656271090717
True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,656,voter-2,28903.449963870687
False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,657,ycsb-600,22084.06211400662
False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,657,tpcc-8,607.313843082416
False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,657,voter-16,29227.39993813533
False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,657,smallbank-10,12455.187034327457
False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,657,voter-2,29270.61666276392
False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,657,ycsb-2400,14105.839642258255
False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,657,smallbank-1,19395.4309889218
False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,False,657,tpcc-2,698.139795732761
False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,659,ycsb-2400,14691.83061094628
False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,659,tpcc-2,830.8519550203547
False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,659,smallbank-1,23814.589456513662
False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,659,voter-2,45928.86367839031
False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,659,smallbank-10,17609.25521524893
False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,659,voter-16,46522.76649143091
False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,659,ycsb-600,21732.772095527627
False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,659,tpcc-8,306.0116785539016
True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,661,smallbank-1,18063.76294198392
True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,661,tpcc-2,672.6095810946651
True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,661,ycsb-2400,13885.93205103158
True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,661,voter-2,28616.96661467917
True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,661,voter-16,30709.99999334617
True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,661,smallbank-10,11676.974019000392
True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,661,tpcc-8,594.8239938530999
True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,661,ycsb-600,22692.569885460667
False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,662,ycsb-600,22697.972451386457
False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,662,tpcc-8,626.2910273580911
False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,662,smallbank-10,12938.263169454132
False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,662,voter-16,29169.833322151564
False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,662,voter-2,28176.23329717384
False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,662,ycsb-2400,14033.344026329089
False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,662,tpcc-2,717.8300819100134
False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,662,smallbank-1,19529.04489110007
False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,663,voter-16,46197.616561182105
False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,663,smallbank-10,17424.173025249955
False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,663,ycsb-600,22298.160070961963
False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,663,tpcc-8,435.7123807600477
False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,663,ycsb-2400,13247.655962873396
False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,663,tpcc-2,882.3078723070648
False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,663,smallbank-1,25193.866830426465
False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,663,voter-2,46594.8332308247
False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,664,tpcc-8,485.5433825454241
False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,664,ycsb-600,26993.2387047687
False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,664,voter-16,47882.533186493565
False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,664,smallbank-10,18028.479947865264
False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,664,voter-2,47440.88322896339
False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,664,smallbank-1,26461.04561920357
False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,664,tpcc-2,871.7095813385471
False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,664,ycsb-2400,18296.59917685331
False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,665,smallbank-10,16605.00936144044
False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,665,voter-16,45592.72124691884
False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,665,tpcc-8,890.5950294852377
False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,665,ycsb-600,16678.07621241007
False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,665,smallbank-1,22722.01862423791
False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,665,tpcc-2,767.0288102411423
False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,665,ycsb-2400,12022.857905189245
False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,665,voter-2,46231.51659963097
True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,666,voter-2,25708.749924587668
True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,666,ycsb-2400,12984.224850698054
True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,666,tpcc-2,657.8144859239372
True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,666,smallbank-1,15725.465743407429
True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,666,ycsb-600,20239.927512034352
True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,666,tpcc-8,547.9431634501354
True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,666,voter-16,25846.81658567997
True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,False,666,smallbank-10,11524.898198396451
True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,667,ycsb-2400,13982.134013807758
True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,667,tpcc-2,846.3964167102367
True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,667,smallbank-1,24511.76001813633
True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,667,voter-2,46986.96660714984
True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,667,smallbank-10,16947.854016745703
True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,667,voter-16,47528.23632338363
True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,667,ycsb-600,20147.646880331653
True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,667,tpcc-8,1015.0171309193776
True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,True,True,668,smallbank-10,11792.920520933623
True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,True,True,668,voter-16,24289.53331390171
True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,True,True,668,ycsb-600,19022.49448718029
True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,True,True,668,tpcc-8,560.0131835900029
True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,True,True,668,ycsb-2400,13498.771335129515
True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,True,True,668,smallbank-1,18566.00575005463
True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,True,True,668,tpcc-2,645.715435007522
True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,True,True,668,voter-2,25373.96665778578
True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,True,669,ycsb-600,19010.036822766106
True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,True,669,tpcc-8,407.41024286640334
True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,True,669,voter-16,31344.64993678829
True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,True,669,smallbank-10,14593.563078839185
True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,True,669,voter-2,31944.049915348267
True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,True,669,ycsb-2400,12310.544667804315
True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,True,669,smallbank-1,18338.009736340737
True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,True,669,tpcc-2,734.1408457163741
False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,670,smallbank-1,18319.18289157017
False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,670,tpcc-2,723.8971746534572
False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,670,ycsb-2400,14147.965776306588
False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,670,voter-2,28847.78331650546
False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,670,voter-16,29374.96666226042
False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,670,smallbank-10,12174.164224250024
False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,670,tpcc-8,590.207084713667
False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,670,ycsb-600,21837.81350994634
False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,672,voter-16,42760.14993015842
False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,672,smallbank-10,17392.475859464306
False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,672,ycsb-600,15200.096317174952
False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,672,tpcc-8,423.7279749752938
False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,672,ycsb-2400,12040.422623402732
False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,672,tpcc-2,756.062169558478
False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,672,smallbank-1,23444.768753208627
False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,672,voter-2,45893.23327520191
False,True,True,False,True,False,False,False,False,True,True,True,False,False,True,True,False,673,ycsb-600,23868.411095641783
False,True,True,False,True,False,False,False,False,True,True,True,False,False,True,True,False,673,tpcc-8,633.8390283098039
False,True,True,False,True,False,False,False,False,True,True,True,False,False,True,True,False,673,smallbank-10,11621.172251327527
False,True,True,False,True,False,False,False,False,True,True,True,False,False,True,True,False,673,voter-16,29848.833300002138
False,True,True,False,True,False,False,False,False,True,True,True,False,False,True,True,False,673,voter-2,29128.416592389203
False,True,True,False,True,False,False,False,False,True,True,True,False,False,True,True,False,673,ycsb-2400,14646.295721230716
False,True,True,False,True,False,False,False,False,True,True,True,False,False,True,True,False,673,tpcc-2,737.7395784570972
False,True,True,False,True,False,False,False,False,True,True,True,False,False,True,True,False,673,smallbank-1,18175.79457279092
False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,674,smallbank-10,16979.97582257821
False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,674,voter-16,45654.84992543041
False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,674,tpcc-8,908.7679166611804
False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,674,ycsb-600,16249.662635254908
False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,674,smallbank-1,22820.240587584285
False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,674,tpcc-2,785.5618506488142
False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,674,ycsb-2400,11065.711749976968
False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,674,voter-2,45875.349944184985
False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,677,voter-2,45876.58325763697
False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,677,ycsb-2400,12266.9096117625
False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,677,tpcc-2,799.8104619103955
False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,677,smallbank-1,23079.89785202789
False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,677,ycsb-600,15484.882198163685
False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,677,tpcc-8,914.8959737562952
False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,677,voter-16,45212.71654685296
False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,677,smallbank-10,16576.30611709068
True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,678,ycsb-600,17704.314960983582
True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,678,tpcc-8,936.820389473376
True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,678,voter-16,45437.03290546794
True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,678,smallbank-10,16359.32648778799
True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,678,voter-2,46522.58332325344
True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,678,ycsb-2400,13093.337278077057
True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,678,smallbank-1,24259.19840592291
True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,678,tpcc-2,800.8031403675562
True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,679,smallbank-10,16880.35289143651
True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,679,voter-16,47224.06623771473
True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,679,ycsb-600,19763.762927046904
True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,679,tpcc-8,435.22652474387934
True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,679,ycsb-2400,14543.19004916395
True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,679,smallbank-1,24979.19376816164
True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,679,tpcc-2,892.7797851735128
True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,679,voter-2,46884.64997733909
False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,680,ycsb-600,22284.38179919843
False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,680,tpcc-8,609.4922785962776
False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,680,smallbank-10,12479.485975247471
False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,680,voter-16,29043.59996079114
False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,680,voter-2,30012.21659663816
False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,680,ycsb-2400,14969.51599136215
False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,680,smallbank-1,18469.102929142467
