tiff,anyScriptOrigin,validate,jpg,png,onload,pdf,config,workload,time,max-resident-size,dpi,resolution,quality,indexed
False,True,True,False,True,True,False,105,cubus,8.28,2177544,400,8294400,0.1,8
False,True,True,False,True,True,False,105,flame,2.5,651568,400,8294400,0.1,8
False,True,True,False,True,True,False,105,france,4.03,1085308,400,8294400,0.1,8
False,True,True,False,True,True,False,105,frisco,6.37,1454864,400,8294400,0.1,8
False,True,True,False,True,True,False,105,jelly,3.75,474612,400,8294400,0.1,8
False,True,True,False,True,True,False,105,karte,18.86,2977932,400,8294400,0.1,8
False,True,True,False,True,True,False,105,mandelbrot,1.71,376800,400,8294400,0.1,8
False,True,True,False,True,True,False,105,strawberry,2.39,395760,400,8294400,0.1,8
False,True,True,False,True,True,False,105,village,16.77,729908,400,8294400,0.1,8
True,False,False,False,False,False,False,106,corona,1.08,137948,400,307200,0.1,1
True,False,False,False,False,False,False,106,cranium,1.47,334620,400,307200,0.1,1
True,False,False,False,False,False,False,106,cubus,4.54,1546876,400,307200,0.1,1
True,False,False,False,False,False,False,106,flame,1.31,332760,400,307200,0.1,1
True,False,False,False,False,False,False,106,france,2.7,950052,400,307200,0.1,1
True,False,False,False,False,False,False,106,frisco,3.59,1050268,400,307200,0.1,1
True,False,False,False,False,False,False,106,jelly,1.24,222952,400,307200,0.1,1
True,False,False,False,False,False,False,106,karte,7.49,2356420,400,307200,0.1,1
True,False,False,False,False,False,False,106,mandelbrot,1.17,257784,400,307200,0.1,1
True,False,False,False,False,False,False,106,strawberry,1.19,235996,400,307200,0.1,1
True,False,False,False,False,False,False,106,village,1.78,368296,400,307200,0.1,1
False,False,True,False,True,False,False,107,corona,1.23,176848,100,307200,0.1,8
False,False,True,False,True,False,False,107,cranium,1.68,384716,100,307200,0.1,8
False,False,True,False,True,False,False,107,cubus,6.0,1993896,100,307200,0.1,8
False,False,True,False,True,False,False,107,flame,1.91,502648,100,307200,0.1,8
False,False,True,False,True,False,False,107,france,2.75,835596,100,307200,0.1,8
False,False,True,False,True,False,False,107,frisco,4.51,1110048,100,307200,0.1,8
False,False,True,False,True,False,False,107,jelly,1.46,257680,100,307200,0.1,8
False,False,True,False,True,False,False,107,karte,8.2,2744124,100,307200,0.1,8
False,False,True,False,True,False,False,107,mandelbrot,1.17,266952,100,307200,0.1,8
False,False,True,False,True,False,False,107,strawberry,1.51,267948,100,307200,0.1,8
False,False,True,False,True,False,False,107,village,2.41,446424,100,307200,0.1,8
False,False,False,False,True,False,False,108,corona,1.06,143444,400,307200,0.1,1
False,False,False,False,True,False,False,108,cranium,1.44,333456,400,307200,0.1,1
False,False,False,False,True,False,False,108,cubus,4.32,1538292,400,307200,0.1,1
False,False,False,False,True,False,False,108,flame,1.24,343136,400,307200,0.1,1
False,False,False,False,True,False,False,108,france,2.62,951548,400,307200,0.1,1
False,False,False,False,True,False,False,108,frisco,3.68,1029528,400,307200,0.1,1
False,False,False,False,True,False,False,108,jelly,1.26,228668,400,307200,0.1,1
False,False,False,False,True,False,False,108,karte,7.22,2307384,400,307200,0.1,1
False,False,False,False,True,False,False,108,mandelbrot,1.1,258136,400,307200,0.1,1
False,False,False,False,True,False,False,108,strawberry,1.22,246568,400,307200,0.1,1
False,False,False,False,True,False,False,108,village,2.01,370276,400,307200,0.1,1
False,False,False,False,False,False,True,109,corona,1.24,228540,400,307200,0.1,1
False,False,False,False,False,False,True,109,cranium,2.99,702352,400,307200,0.1,1
False,False,False,False,False,False,True,109,cubus,5.69,2484148,400,307200,0.1,1
False,False,False,False,False,False,True,109,flame,1.55,413400,400,307200,0.1,1
False,False,False,False,False,False,True,109,france,5.63,1853040,400,307200,0.1,1
False,False,False,False,False,False,True,109,frisco,5.63,2208928,400,307200,0.1,1
False,False,False,False,False,False,True,109,jelly,1.94,464588,400,307200,0.1,1
False,False,False,False,False,False,True,109,karte,9.02,4704884,400,307200,0.1,1
False,False,False,False,False,False,True,109,mandelbrot,1.25,204432,400,307200,0.1,1
False,False,False,False,False,False,True,109,strawberry,1.93,461916,400,307200,0.1,1
False,False,False,False,False,False,True,109,village,3.13,829228,400,307200,0.1,1
False,True,True,False,True,True,False,110,corona,1.26,164304,400,307200,0.1,1
False,True,True,False,True,True,False,110,cranium,1.79,410960,400,307200,0.1,1
False,True,True,False,True,True,False,110,cubus,6.45,2097404,400,307200,0.1,1
False,True,True,False,True,True,False,110,flame,2.09,519152,400,307200,0.1,1
False,True,True,False,True,True,False,110,france,2.97,960456,400,307200,0.1,1
False,True,True,False,True,True,False,110,frisco,4.66,1289916,400,307200,0.1,1
False,True,True,False,True,True,False,110,jelly,1.48,270036,400,307200,0.1,1
False,True,True,False,True,True,False,110,karte,8.59,2943400,400,307200,0.1,1
False,True,True,False,True,True,False,110,mandelbrot,1.17,271152,400,307200,0.1,1
False,True,True,False,True,True,False,110,strawberry,1.56,296092,400,307200,0.1,1
False,True,True,False,True,True,False,110,village,2.48,452156,400,307200,0.1,1
False,False,True,False,True,False,False,111,corona,1.15,176884,100,307200,0.1,4
False,False,True,False,True,False,False,111,cranium,1.71,396404,100,307200,0.1,4
False,False,True,False,True,False,False,111,cubus,5.99,1932796,100,307200,0.1,4
False,False,True,False,True,False,False,111,flame,1.93,501540,100,307200,0.1,4
False,False,True,False,True,False,False,111,france,2.78,834540,100,307200,0.1,4
False,False,True,False,True,False,False,111,frisco,4.39,1113412,100,307200,0.1,4
False,False,True,False,True,False,False,111,jelly,1.47,251404,100,307200,0.1,4
False,False,True,False,True,False,False,111,karte,8.11,2700792,100,307200,0.1,4
False,False,True,False,True,False,False,111,mandelbrot,1.17,272456,100,307200,0.1,4
False,False,True,False,True,False,False,111,strawberry,1.49,270608,100,307200,0.1,4
False,False,True,False,True,False,False,111,village,2.38,459020,100,307200,0.1,4
False,False,False,False,False,False,True,112,corona,1.14,226228,50,307200,0.1,1
False,False,False,False,False,False,True,112,cranium,2.82,709128,50,307200,0.1,1
False,False,False,False,False,False,True,112,cubus,5.32,2597084,50,307200,0.1,1
False,False,False,False,False,False,True,112,flame,1.49,380216,50,307200,0.1,1
False,False,False,False,False,False,True,112,france,5.32,1772836,50,307200,0.1,1
False,False,False,False,False,False,True,112,frisco,5.5,2035564,50,307200,0.1,1
False,False,False,False,False,False,True,112,jelly,1.88,458088,50,307200,0.1,1
False,False,False,False,False,False,True,112,karte,8.68,4648332,50,307200,0.1,1
False,False,False,False,False,False,True,112,mandelbrot,1.22,207892,50,307200,0.1,1
False,False,False,False,False,False,True,112,strawberry,1.85,459436,50,307200,0.1,1
False,False,False,False,False,False,True,112,village,3.01,828244,50,307200,0.1,1
False,False,False,False,False,False,True,113,corona,1.19,229552,100,307200,0.1,1
False,False,False,False,False,False,True,113,cranium,2.86,715812,100,307200,0.1,1
False,False,False,False,False,False,True,113,cubus,5.38,2557284,100,307200,0.1,1
False,False,False,False,False,False,True,113,flame,1.56,408976,100,307200,0.1,1
False,False,False,False,False,False,True,113,france,5.36,1878620,100,307200,0.1,1
False,False,False,False,False,False,True,113,frisco,5.54,2257544,100,307200,0.1,1
False,False,False,False,False,False,True,113,jelly,1.86,440984,100,307200,0.1,1
False,False,False,False,False,False,True,113,karte,8.76,4738328,100,307200,0.1,1
False,False,False,False,False,False,True,113,mandelbrot,1.2,205564,100,307200,0.1,1
False,False,False,False,False,False,True,113,strawberry,1.89,465044,100,307200,0.1,1
False,False,False,False,False,False,True,113,village,3.07,817552,100,307200,0.1,1
True,False,False,False,False,False,False,114,corona,1.0,139436,400,307200,0.1,4
True,False,False,False,False,False,False,114,cranium,1.36,341500,400,307200,0.1,4
True,False,False,False,False,False,False,114,cubus,4.25,1551068,400,307200,0.1,4
True,False,False,False,False,False,False,114,flame,1.24,330652,400,307200,0.1,4
True,False,False,False,False,False,False,114,france,2.46,818592,400,307200,0.1,4
True,False,False,False,False,False,False,114,frisco,3.38,1045116,400,307200,0.1,4
True,False,False,False,False,False,False,114,jelly,1.17,219764,400,307200,0.1,4
True,False,False,False,False,False,False,114,karte,7.16,2353136,400,307200,0.1,4
True,False,False,False,False,False,False,114,mandelbrot,1.08,259584,400,307200,0.1,4
True,False,False,False,False,False,False,114,strawberry,1.14,235224,400,307200,0.1,4
True,False,False,False,False,False,False,114,village,1.7,374912,400,307200,0.1,4
False,True,True,True,False,True,False,115,corona,1.2,178408,200,307200,0.9,8
False,True,True,True,False,True,False,115,cranium,1.76,412448,200,307200,0.9,8
False,True,True,True,False,True,False,115,cubus,6.48,2104372,200,307200,0.9,8
False,True,True,True,False,True,False,115,flame,2.06,510468,200,307200,0.9,8
False,True,True,True,False,True,False,115,france,2.92,970996,200,307200,0.9,8
False,True,True,True,False,True,False,115,frisco,5.06,1237748,200,307200,0.9,8
False,True,True,True,False,True,False,115,jelly,1.49,268328,200,307200,0.9,8
False,True,True,True,False,True,False,115,karte,8.57,2906636,200,307200,0.9,8
False,True,True,True,False,True,False,115,mandelbrot,1.2,276668,200,307200,0.9,8
False,True,True,True,False,True,False,115,strawberry,1.5,291728,200,307200,0.9,8
False,True,True,True,False,True,False,115,village,2.17,460188,200,307200,0.9,8
False,False,False,False,True,True,False,116,corona,1.08,146612,100,307200,0.1,8
False,False,False,False,True,True,False,116,cranium,1.5,339560,100,307200,0.1,8
False,False,False,False,True,True,False,116,cubus,4.72,1620996,100,307200,0.1,8
False,False,False,False,True,True,False,116,flame,1.4,348416,100,307200,0.1,8
False,False,False,False,True,True,False,116,france,2.66,956160,100,307200,0.1,8
False,False,False,False,True,True,False,116,frisco,4.11,1088092,100,307200,0.1,8
False,False,False,False,True,True,False,116,jelly,1.36,246332,100,307200,0.1,8
False,False,False,False,True,True,False,116,karte,7.64,2444152,100,307200,0.1,8
False,False,False,False,True,True,False,116,mandelbrot,1.13,258952,100,307200,0.1,8
False,False,False,False,True,True,False,116,strawberry,1.31,264888,100,307200,0.1,8
False,False,False,False,True,True,False,116,village,2.16,408804,100,307200,0.1,8
False,True,True,True,False,True,False,117,corona,1.34,192388,100,2073600,0.1,8
False,True,True,True,False,True,False,117,cranium,1.8,420116,100,2073600,0.1,8
False,True,True,True,False,True,False,117,cubus,6.69,2137252,100,2073600,0.1,8
False,True,True,True,False,True,False,117,flame,2.1,571112,100,2073600,0.1,8
False,True,True,True,False,True,False,117,france,3.24,977472,100,2073600,0.1,8
False,True,True,True,False,True,False,117,frisco,4.76,1270104,100,2073600,0.1,8
False,True,True,True,False,True,False,117,jelly,1.53,303972,100,2073600,0.1,8
False,True,True,True,False,True,False,117,karte,12.47,2927304,100,2073600,0.1,8
False,True,True,True,False,True,False,117,mandelbrot,1.26,306284,100,2073600,0.1,8
False,True,True,True,False,True,False,117,strawberry,1.51,315100,100,2073600,0.1,8
False,True,True,True,False,True,False,117,village,2.2,477068,100,2073600,0.1,8
False,False,False,False,True,True,False,118,corona,1.07,143556,100,307200,0.1,4
False,False,False,False,True,True,False,118,cranium,1.53,345232,100,307200,0.1,4
False,False,False,False,True,True,False,118,cubus,4.79,1611348,100,307200,0.1,4
False,False,False,False,True,True,False,118,flame,1.41,353500,100,307200,0.1,4
False,False,False,False,True,True,False,118,france,2.77,958416,100,307200,0.1,4
False,False,False,False,True,True,False,118,frisco,4.04,1114768,100,307200,0.1,4
False,False,False,False,True,True,False,118,jelly,1.31,248892,100,307200,0.1,4
False,False,False,False,True,True,False,118,karte,7.56,2490564,100,307200,0.1,4
False,False,False,False,True,True,False,118,mandelbrot,1.14,257784,100,307200,0.1,4
False,False,False,False,True,True,False,118,strawberry,1.34,267252,100,307200,0.1,4
False,False,False,False,True,True,False,118,village,2.14,418308,100,307200,0.1,4
False,False,False,False,True,True,False,119,corona,1.13,143676,200,307200,0.1,8
False,False,False,False,True,True,False,119,cranium,1.59,335160,200,307200,0.1,8
False,False,False,False,True,True,False,119,cubus,4.87,1608600,200,307200,0.1,8
False,False,False,False,True,True,False,119,flame,1.47,353240,200,307200,0.1,8
False,False,False,False,True,True,False,119,france,2.82,959284,200,307200,0.1,8
False,False,False,False,True,True,False,119,frisco,4.02,1109068,200,307200,0.1,8
False,False,False,False,True,True,False,119,jelly,1.36,246272,200,307200,0.1,8
False,False,False,False,True,True,False,119,karte,7.75,2468912,200,307200,0.1,8
False,False,False,False,True,True,False,119,mandelbrot,1.16,259336,200,307200,0.1,8
False,False,False,False,True,True,False,119,strawberry,1.38,258944,200,307200,0.1,8
False,False,False,False,True,True,False,119,village,2.19,409168,200,307200,0.1,8
False,False,False,False,True,False,False,120,corona,1.09,143096,400,307200,0.1,4
False,False,False,False,True,False,False,120,cranium,1.51,341460,400,307200,0.1,4
False,False,False,False,True,False,False,120,cubus,4.61,1534528,400,307200,0.1,4
False,False,False,False,True,False,False,120,flame,1.31,334692,400,307200,0.1,4
False,False,False,False,True,False,False,120,france,2.8,937548,400,307200,0.1,4
False,False,False,False,True,False,False,120,frisco,3.76,1009064,400,307200,0.1,4
False,False,False,False,True,False,False,120,jelly,1.31,230820,400,307200,0.1,4
False,False,False,False,True,False,False,120,karte,7.52,2355328,400,307200,0.1,4
False,False,False,False,True,False,False,120,mandelbrot,1.2,257768,400,307200,0.1,4
False,False,False,False,True,False,False,120,strawberry,1.32,241312,400,307200,0.1,4
False,False,False,False,True,False,False,120,village,2.18,368992,400,307200,0.1,4
False,True,True,True,False,True,False,121,corona,1.38,189180,100,2073600,0.9,4
False,True,True,True,False,True,False,121,cranium,1.81,426112,100,2073600,0.9,4
False,True,True,True,False,True,False,121,cubus,6.69,2098100,100,2073600,0.9,4
False,True,True,True,False,True,False,121,flame,2.08,581388,100,2073600,0.9,4
False,True,True,True,False,True,False,121,france,3.24,985296,100,2073600,0.9,4
False,True,True,True,False,True,False,121,frisco,4.74,1237048,100,2073600,0.9,4
False,True,True,True,False,True,False,121,jelly,1.57,309388,100,2073600,0.9,4
False,True,True,True,False,True,False,121,karte,12.17,2941908,100,2073600,0.9,4
False,True,True,True,False,True,False,121,mandelbrot,1.21,310460,100,2073600,0.9,4
False,True,True,True,False,True,False,121,strawberry,1.57,327536,100,2073600,0.9,4
False,True,True,True,False,True,False,121,village,2.3,468820,100,2073600,0.9,4
True,False,False,False,False,True,False,122,corona,1.05,142004,200,307200,0.1,8
True,False,False,False,False,True,False,122,cranium,1.49,339468,200,307200,0.1,8
True,False,False,False,False,True,False,122,cubus,4.79,1625056,200,307200,0.1,8
True,False,False,False,False,True,False,122,flame,1.41,353940,200,307200,0.1,8
True,False,False,False,False,True,False,122,france,2.76,954060,200,307200,0.1,8
True,False,False,False,False,True,False,122,frisco,3.88,1113460,200,307200,0.1,8
True,False,False,False,False,True,False,122,jelly,1.27,234800,200,307200,0.1,8
True,False,False,False,False,True,False,122,karte,7.69,2427284,200,307200,0.1,8
True,False,False,False,False,True,False,122,mandelbrot,1.15,260188,200,307200,0.1,8
True,False,False,False,False,True,False,122,strawberry,1.33,257660,200,307200,0.1,8
True,False,False,False,False,True,False,122,village,1.9,383580,200,307200,0.1,8
True,False,False,False,False,False,False,123,corona,1.03,138532,50,307200,0.1,4
True,False,False,False,False,False,False,123,cranium,1.4,336000,50,307200,0.1,4
True,False,False,False,False,False,False,123,cubus,4.41,1538608,50,307200,0.1,4
True,False,False,False,False,False,False,123,flame,1.26,333324,50,307200,0.1,4
True,False,False,False,False,False,False,123,france,2.57,938124,50,307200,0.1,4
True,False,False,False,False,False,False,123,frisco,3.5,1063492,50,307200,0.1,4
True,False,False,False,False,False,False,123,jelly,1.21,224656,50,307200,0.1,4
True,False,False,False,False,False,False,123,karte,7.36,2343036,50,307200,0.1,4
True,False,False,False,False,False,False,123,mandelbrot,1.12,260684,50,307200,0.1,4
True,False,False,False,False,False,False,123,strawberry,1.21,235904,50,307200,0.1,4
True,False,False,False,False,False,False,123,village,1.74,369456,50,307200,0.1,4
False,False,False,True,False,False,False,124,corona,0.98,139552,200,307200,0.9,8
False,False,False,True,False,False,False,124,cranium,1.41,340700,200,307200,0.9,8
False,False,False,True,False,False,False,124,cubus,4.38,1534984,200,307200,0.9,8
False,False,False,True,False,False,False,124,flame,1.23,327188,200,307200,0.9,8
False,False,False,True,False,False,False,124,france,2.51,818456,200,307200,0.9,8
False,False,False,True,False,False,False,124,frisco,3.64,1051136,200,307200,0.9,8
False,False,False,True,False,False,False,124,jelly,1.18,218668,200,307200,0.9,8
False,False,False,True,False,False,False,124,karte,7.35,2342936,200,307200,0.9,8
False,False,False,True,False,False,False,124,mandelbrot,1.09,259036,200,307200,0.9,8
False,False,False,True,False,False,False,124,strawberry,1.18,236680,200,307200,0.9,8
False,False,False,True,False,False,False,124,village,1.74,367124,200,307200,0.9,8
False,True,True,True,False,True,False,125,corona,1.33,198284,100,2073600,0.1,4
False,True,True,True,False,True,False,125,cranium,1.73,422080,100,2073600,0.1,4
False,True,True,True,False,True,False,125,cubus,6.54,2112328,100,2073600,0.1,4
False,True,True,True,False,True,False,125,flame,2.02,576996,100,2073600,0.1,4
False,True,True,True,False,True,False,125,france,3.23,992044,100,2073600,0.1,4
False,True,True,True,False,True,False,125,frisco,4.67,1252128,100,2073600,0.1,4
False,True,True,True,False,True,False,125,jelly,1.55,304420,100,2073600,0.1,4
False,True,True,True,False,True,False,125,karte,12.18,2955656,100,2073600,0.1,4
False,True,True,True,False,True,False,125,mandelbrot,1.19,310548,100,2073600,0.1,4
False,True,True,True,False,True,False,125,strawberry,1.54,323028,100,2073600,0.1,4
False,True,True,True,False,True,False,125,village,2.21,476552,100,2073600,0.1,4
False,True,True,True,False,True,False,126,corona,1.45,195508,100,2073600,0.9,1
False,True,True,True,False,True,False,126,cranium,1.89,433624,100,2073600,0.9,1
False,True,True,True,False,True,False,126,cubus,7.22,2112536,100,2073600,0.9,1
False,True,True,True,False,True,False,126,flame,2.19,524168,100,2073600,0.9,1
False,True,True,True,False,True,False,126,france,3.25,985120,100,2073600,0.9,1
False,True,True,True,False,True,False,126,frisco,5.04,1348484,100,2073600,0.9,1
False,True,True,True,False,True,False,126,jelly,1.57,303676,100,2073600,0.9,1
False,True,True,True,False,True,False,126,karte,12.88,2913728,100,2073600,0.9,1
False,True,True,True,False,True,False,126,mandelbrot,1.25,310816,100,2073600,0.9,1
False,True,True,True,False,True,False,126,strawberry,1.64,327036,100,2073600,0.9,1
False,True,True,True,False,True,False,126,village,2.38,475088,100,2073600,0.9,1
False,False,False,False,True,False,False,127,corona,1.08,143084,50,307200,0.1,4
False,False,False,False,True,False,False,127,cranium,1.42,336288,50,307200,0.1,4
False,False,False,False,True,False,False,127,cubus,4.36,1530016,50,307200,0.1,4
False,False,False,False,True,False,False,127,flame,1.23,344932,50,307200,0.1,4
False,False,False,False,True,False,False,127,france,2.56,941216,50,307200,0.1,4
False,False,False,False,True,False,False,127,frisco,3.55,1032472,50,307200,0.1,4
False,False,False,False,True,False,False,127,jelly,1.28,230976,50,307200,0.1,4
False,False,False,False,True,False,False,127,karte,7.19,2338936,50,307200,0.1,4
False,False,False,False,True,False,False,127,mandelbrot,1.1,253444,50,307200,0.1,4
False,False,False,False,True,False,False,127,strawberry,1.25,245240,50,307200,0.1,4
False,False,False,False,True,False,False,127,village,2.1,372780,50,307200,0.1,4
True,True,True,False,False,True,False,128,corona,1.15,172352,400,307200,0.1,1
True,True,True,False,False,True,False,128,cranium,1.74,408680,400,307200,0.1,1
True,True,True,False,False,True,False,128,cubus,6.21,2054084,400,307200,0.1,1
True,True,True,False,False,True,False,128,flame,2.03,513320,400,307200,0.1,1
True,True,True,False,False,True,False,128,france,2.81,863576,400,307200,0.1,1
True,True,True,False,False,True,False,128,frisco,4.55,1215852,400,307200,0.1,1
True,True,True,False,False,True,False,128,jelly,1.39,263468,400,307200,0.1,1
True,True,True,False,False,True,False,128,karte,8.28,2934376,400,307200,0.1,1
True,True,True,False,False,True,False,128,mandelbrot,1.19,268500,400,307200,0.1,1
True,True,True,False,False,True,False,128,strawberry,1.47,284600,400,307200,0.1,1
True,True,True,False,False,True,False,128,village,2.09,455600,400,307200,0.1,1
True,False,False,False,False,False,False,129,corona,0.98,137256,100,307200,0.1,4
True,False,False,False,False,False,False,129,cranium,1.4,344736,100,307200,0.1,4
True,False,False,False,False,False,False,129,cubus,4.32,1564004,100,307200,0.1,4
True,False,False,False,False,False,False,129,flame,1.26,327164,100,307200,0.1,4
True,False,False,False,False,False,False,129,france,2.54,938884,100,307200,0.1,4
True,False,False,False,False,False,False,129,frisco,3.5,1032628,100,307200,0.1,4
True,False,False,False,False,False,False,129,jelly,1.22,223972,100,307200,0.1,4
True,False,False,False,False,False,False,129,karte,7.38,2349800,100,307200,0.1,4
True,False,False,False,False,False,False,129,mandelbrot,1.09,260072,100,307200,0.1,4
True,False,False,False,False,False,False,129,strawberry,1.21,237708,100,307200,0.1,4
True,False,False,False,False,False,False,129,village,1.75,378208,100,307200,0.1,4
False,False,False,True,False,False,False,130,corona,1.06,146188,200,307200,0.1,8
False,False,False,True,False,False,False,130,cranium,1.43,339132,200,307200,0.1,8
False,False,False,True,False,False,False,130,cubus,4.45,1523900,200,307200,0.1,8
False,False,False,True,False,False,False,130,flame,1.26,335196,200,307200,0.1,8
False,False,False,True,False,False,False,130,france,2.61,943044,200,307200,0.1,8
False,False,False,True,False,False,False,130,frisco,3.64,1029936,200,307200,0.1,8
False,False,False,True,False,False,False,130,jelly,1.23,224116,200,307200,0.1,8
False,False,False,True,False,False,False,130,karte,7.39,2346220,200,307200,0.1,8
False,False,False,True,False,False,False,130,mandelbrot,1.1,260936,200,307200,0.1,8
False,False,False,True,False,False,False,130,strawberry,1.21,237400,200,307200,0.1,8
False,False,False,True,False,False,False,130,village,1.75,375364,200,307200,0.1,8
False,False,False,False,False,True,True,131,corona,1.25,232852,200,2073600,0.1,8
False,False,False,False,False,True,True,131,cranium,2.91,818040,200,2073600,0.1,8
False,False,False,False,False,True,True,131,cubus,5.73,2556744,200,2073600,0.1,8
False,False,False,False,False,True,True,131,flame,1.64,396448,200,2073600,0.1,8
False,False,False,False,False,True,True,131,france,5.45,1975448,200,2073600,0.1,8
False,False,False,False,False,True,True,131,frisco,5.81,2306368,200,2073600,0.1,8
False,False,False,False,False,True,True,131,jelly,1.93,477820,200,2073600,0.1,8
False,False,False,False,False,True,True,131,karte,9.05,4567668,200,2073600,0.1,8
False,False,False,False,False,True,True,131,mandelbrot,1.37,301360,200,2073600,0.1,8
False,False,False,False,False,True,True,131,strawberry,1.87,466948,200,2073600,0.1,8
False,False,False,False,False,True,True,131,village,3.14,1024892,200,2073600,0.1,8
False,False,False,False,True,True,False,132,corona,1.58,190480,200,2073600,0.1,8
False,False,False,False,True,True,False,132,cranium,1.75,371888,200,2073600,0.1,8
False,False,False,False,True,True,False,132,cubus,5.43,1646004,200,2073600,0.1,8
False,False,False,False,True,True,False,132,flame,1.61,392620,200,2073600,0.1,8
False,False,False,False,True,True,False,132,france,3.21,971560,200,2073600,0.1,8
False,False,False,False,True,True,False,132,frisco,4.59,1124724,200,2073600,0.1,8
False,False,False,False,True,True,False,132,jelly,1.86,305168,200,2073600,0.1,8
False,False,False,False,True,True,False,132,karte,11.95,2489500,200,2073600,0.1,8
False,False,False,False,True,True,False,132,mandelbrot,1.31,274740,200,2073600,0.1,8
False,False,False,False,True,True,False,132,strawberry,1.59,295924,200,2073600,0.1,8
False,False,False,False,True,True,False,132,village,6.3,503448,200,2073600,0.1,8
False,True,True,True,False,True,False,133,corona,1.37,194044,50,2073600,0.9,1
False,True,True,True,False,True,False,133,cranium,1.8,424964,50,2073600,0.9,1
False,True,True,True,False,True,False,133,cubus,6.78,2118456,50,2073600,0.9,1
False,True,True,True,False,True,False,133,flame,2.09,551820,50,2073600,0.9,1
False,True,True,True,False,True,False,133,france,3.16,993452,50,2073600,0.9,1
False,True,True,True,False,True,False,133,frisco,4.59,1278428,50,2073600,0.9,1
False,True,True,True,False,True,False,133,jelly,1.62,306828,50,2073600,0.9,1
False,True,True,True,False,True,False,133,karte,12.4,2959964,50,2073600,0.9,1
False,True,True,True,False,True,False,133,mandelbrot,1.22,312396,50,2073600,0.9,1
False,True,True,True,False,True,False,133,strawberry,1.55,329904,50,2073600,0.9,1
False,True,True,True,False,True,False,133,village,2.31,479560,50,2073600,0.9,1
False,False,False,True,False,True,False,134,corona,1.09,143152,400,307200,0.9,1
False,False,False,True,False,True,False,134,cranium,1.48,344812,400,307200,0.9,1
False,False,False,True,False,True,False,134,cubus,4.88,1590688,400,307200,0.9,1
False,False,False,True,False,True,False,134,flame,1.45,350296,400,307200,0.9,1
False,False,False,True,False,True,False,134,france,2.73,950628,400,307200,0.9,1
False,False,False,True,False,True,False,134,frisco,3.87,1095416,400,307200,0.9,1
False,False,False,True,False,True,False,134,jelly,1.29,238244,400,307200,0.9,1
False,False,False,True,False,True,False,134,karte,7.86,2463152,400,307200,0.9,1
False,False,False,True,False,True,False,134,mandelbrot,1.2,261096,400,307200,0.9,1
False,False,False,True,False,True,False,134,strawberry,1.29,252276,400,307200,0.9,1
False,False,False,True,False,True,False,134,village,1.92,403968,400,307200,0.9,1
False,True,False,True,False,False,False,135,corona,0.94,139700,400,307200,0.9,1
False,True,False,True,False,False,False,135,cranium,1.38,335304,400,307200,0.9,1
False,True,False,True,False,False,False,135,cubus,4.27,1553712,400,307200,0.9,1
False,True,False,True,False,False,False,135,flame,1.24,328712,400,307200,0.9,1
False,True,False,True,False,False,False,135,france,2.39,947920,400,307200,0.9,1
False,True,False,True,False,False,False,135,frisco,3.26,1059716,400,307200,0.9,1
False,True,False,True,False,False,False,135,jelly,1.17,227512,400,307200,0.9,1
False,True,False,True,False,False,False,135,karte,7.31,2358988,400,307200,0.9,1
False,True,False,True,False,False,False,135,mandelbrot,1.08,261128,400,307200,0.9,1
False,True,False,True,False,False,False,135,strawberry,1.15,234780,400,307200,0.9,1
False,True,False,True,False,False,False,135,village,1.72,372536,400,307200,0.9,1
False,True,True,False,True,True,False,136,corona,2.7,275900,50,8294400,0.1,1
False,True,True,False,True,True,False,136,cranium,2.19,489372,50,8294400,0.1,1
False,True,True,False,True,True,False,136,cubus,8.15,2168432,50,8294400,0.1,1
False,True,True,False,True,True,False,136,flame,2.41,614876,50,8294400,0.1,1
False,True,True,False,True,True,False,136,france,3.78,1085232,50,8294400,0.1,1
False,True,True,False,True,True,False,136,frisco,5.91,1457780,50,8294400,0.1,1
False,True,True,False,True,True,False,136,jelly,4.0,452896,50,8294400,0.1,1
False,True,True,False,True,True,False,136,karte,18.46,3023624,50,8294400,0.1,1
False,True,True,False,True,True,False,136,mandelbrot,1.61,383208,50,8294400,0.1,1
False,True,True,False,True,True,False,136,strawberry,2.28,397696,50,8294400,0.1,1
False,True,True,False,True,True,False,136,village,16.34,730304,50,8294400,0.1,1
False,False,False,True,False,True,False,137,corona,1.04,141340,400,307200,0.9,2
False,False,False,True,False,True,False,137,cranium,1.5,337100,400,307200,0.9,2
False,False,False,True,False,True,False,137,cubus,4.76,1614892,400,307200,0.9,2
False,False,False,True,False,True,False,137,flame,1.4,349548,400,307200,0.9,2
False,False,False,True,False,True,False,137,france,2.63,802916,400,307200,0.9,2
False,False,False,True,False,True,False,137,frisco,3.94,1081124,400,307200,0.9,2
False,False,False,True,False,True,False,137,jelly,1.27,238248,400,307200,0.9,2
False,False,False,True,False,True,False,137,karte,7.65,2481692,400,307200,0.9,2
False,False,False,True,False,True,False,137,mandelbrot,1.09,261896,400,307200,0.9,2
False,False,False,True,False,True,False,137,strawberry,1.28,253168,400,307200,0.9,2
False,False,False,True,False,True,False,137,village,1.87,383816,400,307200,0.9,2
True,False,False,False,False,True,False,138,corona,1.25,172568,200,2073600,0.1,8
True,False,False,False,False,True,False,138,cranium,1.64,364396,200,2073600,0.1,8
True,False,False,False,False,True,False,138,cubus,5.24,1632568,200,2073600,0.1,8
