tiff,anyScriptOrigin,validate,jpg,png,onload,pdf,config,workload,time,max-resident-size,dpi,resolution,quality,indexed
False,True,True,False,True,False,False,7,corona,1.16,170288,200,307200,0.1,1
False,True,True,False,True,False,False,7,cranium,1.72,389980,200,307200,0.1,1
False,True,True,False,True,False,False,7,cubus,6.17,1984140,200,307200,0.1,1
False,True,True,False,True,False,False,7,flame,1.99,503500,200,307200,0.1,1
False,True,True,False,True,False,False,7,france,2.81,837784,200,307200,0.1,1
False,True,True,False,True,False,False,7,frisco,4.42,1105524,200,307200,0.1,1
False,True,True,False,True,False,False,7,jelly,1.46,254764,200,307200,0.1,1
False,True,True,False,True,False,False,7,karte,8.35,2899944,200,307200,0.1,1
False,True,True,False,True,False,False,7,mandelbrot,1.17,272720,200,307200,0.1,1
False,True,True,False,True,False,False,7,strawberry,1.46,271876,200,307200,0.1,1
False,True,True,False,True,False,False,7,village,2.42,445216,200,307200,0.1,1
False,True,True,True,False,False,False,8,corona,1.36,194344,50,2073600,0.1,1
False,True,True,True,False,False,False,8,cranium,1.68,422660,50,2073600,0.1,1
False,True,True,True,False,False,False,8,cubus,6.34,1926268,50,2073600,0.1,1
False,True,True,True,False,False,False,8,flame,1.97,521228,50,2073600,0.1,1
False,True,True,True,False,False,False,8,france,2.93,867448,50,2073600,0.1,1
False,True,True,True,False,False,False,8,frisco,4.38,1141096,50,2073600,0.1,1
False,True,True,True,False,False,False,8,jelly,1.48,287772,50,2073600,0.1,1
False,True,True,True,False,False,False,8,karte,12.14,2731384,50,2073600,0.1,1
False,True,True,True,False,False,False,8,mandelbrot,1.2,302892,50,2073600,0.1,1
False,True,True,True,False,False,False,8,strawberry,1.42,313020,50,2073600,0.1,1
False,True,True,True,False,False,False,8,village,2.14,471032,50,2073600,0.1,1
False,True,False,False,False,False,True,9,corona,1.19,232492,400,307200,0.1,8
False,True,False,False,False,False,True,9,cranium,2.79,906056,400,307200,0.1,8
False,True,False,False,False,False,True,9,cubus,5.31,2491316,400,307200,0.1,8
False,True,False,False,False,False,True,9,flame,1.5,408828,400,307200,0.1,8
False,True,False,False,False,False,True,9,france,5.41,2104828,400,307200,0.1,8
False,True,False,False,False,False,True,9,frisco,5.31,2143764,400,307200,0.1,8
False,True,False,False,False,False,True,9,jelly,1.79,454136,400,307200,0.1,8
False,True,False,False,False,False,True,9,karte,8.55,4663512,400,307200,0.1,8
False,True,False,False,False,False,True,9,mandelbrot,1.18,204632,400,307200,0.1,8
False,True,False,False,False,False,True,9,strawberry,1.79,455216,400,307200,0.1,8
False,True,False,False,False,False,True,9,village,3.02,845336,400,307200,0.1,8
True,True,True,False,False,True,False,10,corona,1.42,198304,400,2073600,0.1,8
True,True,True,False,False,True,False,10,cranium,1.85,420836,400,2073600,0.1,8
True,True,True,False,False,True,False,10,cubus,6.84,2123608,400,2073600,0.1,8
True,True,True,False,False,True,False,10,flame,2.18,530644,400,2073600,0.1,8
True,True,True,False,False,True,False,10,france,3.24,987060,400,2073600,0.1,8
True,True,True,False,False,True,False,10,frisco,4.87,1244224,400,2073600,0.1,8
True,True,True,False,False,True,False,10,jelly,1.63,302828,400,2073600,0.1,8
True,True,True,False,False,True,False,10,karte,12.64,2966716,400,2073600,0.1,8
True,True,True,False,False,True,False,10,mandelbrot,1.25,305840,400,2073600,0.1,8
True,True,True,False,False,True,False,10,strawberry,1.58,318684,400,2073600,0.1,8
True,True,True,False,False,True,False,10,village,2.34,479580,400,2073600,0.1,8
False,True,True,True,False,True,False,11,corona,1.46,196912,50,2073600,0.9,8
False,True,True,True,False,True,False,11,cranium,1.78,432116,50,2073600,0.9,8
False,True,True,True,False,True,False,11,cubus,6.66,2057048,50,2073600,0.9,8
False,True,True,True,False,True,False,11,flame,2.09,560072,50,2073600,0.9,8
False,True,True,True,False,True,False,11,france,3.22,986744,50,2073600,0.9,8
False,True,True,True,False,True,False,11,frisco,4.76,1249576,50,2073600,0.9,8
False,True,True,True,False,True,False,11,jelly,1.56,306340,50,2073600,0.9,8
False,True,True,True,False,True,False,11,karte,12.11,2973328,50,2073600,0.9,8
False,True,True,True,False,True,False,11,mandelbrot,1.23,308880,50,2073600,0.9,8
False,True,True,True,False,True,False,11,strawberry,1.55,316052,50,2073600,0.9,8
False,True,True,True,False,True,False,11,village,2.25,476724,50,2073600,0.9,8
True,True,True,False,False,False,False,12,corona,1.11,156104,200,307200,0.1,1
True,True,True,False,False,False,False,12,cranium,1.65,377564,200,307200,0.1,1
True,True,True,False,False,False,False,12,cubus,6.0,1943264,200,307200,0.1,1
True,True,True,False,False,False,False,12,flame,1.94,511396,200,307200,0.1,1
True,True,True,False,False,False,False,12,france,2.71,833240,200,307200,0.1,1
True,True,True,False,False,False,False,12,frisco,3.93,1097172,200,307200,0.1,1
True,True,True,False,False,False,False,12,jelly,1.4,245128,200,307200,0.1,1
True,True,True,False,False,False,False,12,karte,8.08,2670432,200,307200,0.1,1
True,True,True,False,False,False,False,12,mandelbrot,1.15,277004,200,307200,0.1,1
True,True,True,False,False,False,False,12,strawberry,1.42,267464,200,307200,0.1,1
True,True,True,False,False,False,False,12,village,2.07,456300,200,307200,0.1,1
False,False,False,False,True,False,False,13,corona,2.86,259808,400,8294400,0.1,2
False,False,False,False,True,False,False,13,cranium,2.06,449128,400,8294400,0.1,2
False,False,False,False,True,False,False,13,cubus,6.42,1686180,400,8294400,0.1,2
False,False,False,False,True,False,False,13,flame,1.68,434436,400,8294400,0.1,2
False,False,False,False,True,False,False,13,france,3.81,1059208,400,8294400,0.1,2
False,False,False,False,True,False,False,13,frisco,5.64,1230476,400,8294400,0.1,2
False,False,False,False,True,False,False,13,jelly,4.02,421188,400,8294400,0.1,2
False,False,False,False,True,False,False,13,karte,17.78,2431052,400,8294400,0.1,2
False,False,False,False,True,False,False,13,mandelbrot,1.62,267484,400,8294400,0.1,2
False,False,False,False,True,False,False,13,strawberry,2.09,356884,400,8294400,0.1,2
False,False,False,False,True,False,False,13,village,16.19,638008,400,8294400,0.1,2
False,True,True,True,False,True,False,14,corona,1.46,200352,100,2073600,0.9,8
False,True,True,True,False,True,False,14,cranium,1.82,433128,100,2073600,0.9,8
False,True,True,True,False,True,False,14,cubus,6.87,2114004,100,2073600,0.9,8
False,True,True,True,False,True,False,14,flame,2.15,532296,100,2073600,0.9,8
False,True,True,True,False,True,False,14,france,3.25,997492,100,2073600,0.9,8
False,True,True,True,False,True,False,14,frisco,4.36,1272948,100,2073600,0.9,8
False,True,True,True,False,True,False,14,jelly,1.59,303012,100,2073600,0.9,8
False,True,True,True,False,True,False,14,karte,12.64,2960968,100,2073600,0.9,8
False,True,True,True,False,True,False,14,mandelbrot,1.25,304708,100,2073600,0.9,8
False,True,True,True,False,True,False,14,strawberry,1.63,327816,100,2073600,0.9,8
False,True,True,True,False,True,False,14,village,2.29,478960,100,2073600,0.9,8
True,True,True,False,False,True,False,15,corona,1.4,189796,400,2073600,0.1,4
True,True,True,False,False,True,False,15,cranium,1.78,419900,400,2073600,0.1,4
True,True,True,False,False,True,False,15,cubus,6.75,2093440,400,2073600,0.1,4
True,True,True,False,False,True,False,15,flame,2.13,530428,400,2073600,0.1,4
True,True,True,False,False,True,False,15,france,3.13,990596,400,2073600,0.1,4
True,True,True,False,False,True,False,15,frisco,4.83,1225024,400,2073600,0.1,4
True,True,True,False,False,True,False,15,jelly,1.53,299564,400,2073600,0.1,4
True,True,True,False,False,True,False,15,karte,12.22,2981284,400,2073600,0.1,4
True,True,True,False,False,True,False,15,mandelbrot,1.26,302704,400,2073600,0.1,4
True,True,True,False,False,True,False,15,strawberry,1.6,320212,400,2073600,0.1,4
True,True,True,False,False,True,False,15,village,2.27,470884,400,2073600,0.1,4
False,True,True,True,False,True,False,16,corona,1.49,193036,400,2073600,0.9,8
False,True,True,True,False,True,False,16,cranium,1.92,429992,400,2073600,0.9,8
False,True,True,True,False,True,False,16,cubus,7.06,2083540,400,2073600,0.9,8
False,True,True,True,False,True,False,16,flame,2.14,530008,400,2073600,0.9,8
False,True,True,True,False,True,False,16,france,3.36,991556,400,2073600,0.9,8
False,True,True,True,False,True,False,16,frisco,5.09,1270128,400,2073600,0.9,8
False,True,True,True,False,True,False,16,jelly,1.64,307348,400,2073600,0.9,8
False,True,True,True,False,True,False,16,karte,12.84,2914372,400,2073600,0.9,8
False,True,True,True,False,True,False,16,mandelbrot,1.25,310004,400,2073600,0.9,8
False,True,True,True,False,True,False,16,strawberry,1.6,322896,400,2073600,0.9,8
False,True,True,True,False,True,False,16,village,2.37,479184,400,2073600,0.9,8
False,False,False,False,False,True,True,17,corona,1.21,224424,400,307200,0.1,8
False,False,False,False,False,True,True,17,cranium,2.92,910820,400,307200,0.1,8
False,False,False,False,False,True,True,17,cubus,5.78,2508352,400,307200,0.1,8
False,False,False,False,False,True,True,17,flame,1.68,421840,400,307200,0.1,8
False,False,False,False,False,True,True,17,france,5.53,1656948,400,307200,0.1,8
False,False,False,False,False,True,True,17,frisco,5.9,2109016,400,307200,0.1,8
False,False,False,False,False,True,True,17,jelly,1.92,452720,400,307200,0.1,8
False,False,False,False,False,True,True,17,karte,9.2,4528780,400,307200,0.1,8
False,False,False,False,False,True,True,17,mandelbrot,1.4,300760,400,307200,0.1,8
False,False,False,False,False,True,True,17,strawberry,1.96,453236,400,307200,0.1,8
False,False,False,False,False,True,True,17,village,3.18,781964,400,307200,0.1,8
False,True,True,False,True,True,False,18,corona,1.74,208220,400,2073600,0.1,8
False,True,True,False,True,True,False,18,cranium,2.06,418404,400,2073600,0.1,8
False,True,True,False,True,True,False,18,cubus,7.1,2080700,400,2073600,0.1,8
False,True,True,False,True,True,False,18,flame,2.26,581728,400,2073600,0.1,8
False,True,True,False,True,True,False,18,france,3.42,983740,400,2073600,0.1,8
False,True,True,False,True,True,False,18,frisco,5.44,1380404,400,2073600,0.1,8
False,True,True,False,True,True,False,18,jelly,2.15,309612,400,2073600,0.1,8
False,True,True,False,True,True,False,18,karte,12.77,2913940,400,2073600,0.1,8
False,True,True,False,True,True,False,18,mandelbrot,1.39,317764,400,2073600,0.1,8
False,True,True,False,True,True,False,18,strawberry,1.79,315624,400,2073600,0.1,8
False,True,True,False,True,True,False,18,village,5.53,558840,400,2073600,0.1,8
False,False,False,False,True,False,False,19,corona,2.65,257280,50,8294400,0.1,1
False,False,False,False,True,False,False,19,cranium,2.01,445120,50,8294400,0.1,1
False,False,False,False,True,False,False,19,cubus,6.18,1671640,50,8294400,0.1,1
False,False,False,False,True,False,False,19,flame,1.68,435436,50,8294400,0.1,1
False,False,False,False,True,False,False,19,france,3.57,1061984,50,8294400,0.1,1
False,False,False,False,True,False,False,19,frisco,5.34,1240136,50,8294400,0.1,1
False,False,False,False,True,False,False,19,jelly,3.99,434612,50,8294400,0.1,1
False,False,False,False,True,False,False,19,karte,17.29,2419956,50,8294400,0.1,1
False,False,False,False,True,False,False,19,mandelbrot,1.54,269884,50,8294400,0.1,1
False,False,False,False,True,False,False,19,strawberry,2.05,350416,50,8294400,0.1,1
False,False,False,False,True,False,False,19,village,15.5,627800,50,8294400,0.1,1
True,False,False,False,False,False,False,20,corona,1.73,278140,50,8294400,0.1,1
True,False,False,False,False,False,False,20,cranium,1.77,435048,50,8294400,0.1,1
True,False,False,False,False,False,False,20,cubus,5.76,1634408,50,8294400,0.1,1
True,False,False,False,False,False,False,20,flame,1.52,432360,50,8294400,0.1,1
True,False,False,False,False,False,False,20,france,3.32,980168,50,8294400,0.1,1
True,False,False,False,False,False,False,20,frisco,4.12,1163756,50,8294400,0.1,1
True,False,False,False,False,False,False,20,jelly,1.62,361756,50,8294400,0.1,1
True,False,False,False,False,False,False,20,karte,17.29,2425544,50,8294400,0.1,1
True,False,False,False,False,False,False,20,mandelbrot,1.38,275228,50,8294400,0.1,1
True,False,False,False,False,False,False,20,strawberry,1.45,362480,50,8294400,0.1,1
True,False,False,False,False,False,False,20,village,2.15,556896,50,8294400,0.1,1
False,False,False,False,True,False,False,21,corona,1.42,184832,50,2073600,0.1,1
False,False,False,False,True,False,False,21,cranium,1.6,361968,50,2073600,0.1,1
False,False,False,False,True,False,False,21,cubus,4.95,1569940,50,2073600,0.1,1
False,False,False,False,True,False,False,21,flame,1.35,377132,50,2073600,0.1,1
False,False,False,False,True,False,False,21,france,2.99,955048,50,2073600,0.1,1
False,False,False,False,True,False,False,21,frisco,3.91,1099636,50,2073600,0.1,1
False,False,False,False,True,False,False,21,jelly,1.71,292160,50,2073600,0.1,1
False,False,False,False,True,False,False,21,karte,11.34,2373532,50,2073600,0.1,1
False,False,False,False,True,False,False,21,mandelbrot,1.24,272404,50,2073600,0.1,1
False,False,False,False,True,False,False,21,strawberry,1.42,285460,50,2073600,0.1,1
False,False,False,False,True,False,False,21,village,4.93,472660,50,2073600,0.1,1
False,True,True,True,False,True,False,22,corona,1.22,172412,50,307200,0.9,8
False,True,True,True,False,True,False,22,cranium,1.66,398900,50,307200,0.9,8
False,True,True,True,False,True,False,22,cubus,6.2,2100292,50,307200,0.9,8
False,True,True,True,False,True,False,22,flame,2.0,507856,50,307200,0.9,8
False,True,True,True,False,True,False,22,france,2.81,859088,50,307200,0.9,8
False,True,True,True,False,True,False,22,frisco,4.44,1230244,50,307200,0.9,8
False,True,True,True,False,True,False,22,jelly,1.4,258340,50,307200,0.9,8
False,True,True,True,False,True,False,22,karte,8.28,2955036,50,307200,0.9,8
False,True,True,True,False,True,False,22,mandelbrot,1.15,271644,50,307200,0.9,8
False,True,True,True,False,True,False,22,strawberry,1.49,282528,50,307200,0.9,8
False,True,True,True,False,True,False,22,village,2.07,457268,50,307200,0.9,8
True,False,False,False,False,False,False,23,corona,1.25,168868,50,2073600,0.1,1
True,False,False,False,False,False,False,23,cranium,1.5,358268,50,2073600,0.1,1
True,False,False,False,False,False,False,23,cubus,4.73,1556468,50,2073600,0.1,1
True,False,False,False,False,False,False,23,flame,1.33,363812,50,2073600,0.1,1
True,False,False,False,False,False,False,23,france,2.83,951264,50,2073600,0.1,1
True,False,False,False,False,False,False,23,frisco,3.67,1085500,50,2073600,0.1,1
True,False,False,False,False,False,False,23,jelly,1.32,266412,50,2073600,0.1,1
True,False,False,False,False,False,False,23,karte,10.99,2358280,50,2073600,0.1,1
True,False,False,False,False,False,False,23,mandelbrot,1.16,271760,50,2073600,0.1,1
True,False,False,False,False,False,False,23,strawberry,1.27,275236,50,2073600,0.1,1
True,False,False,False,False,False,False,23,village,1.91,396828,50,2073600,0.1,1
True,True,True,False,False,False,False,24,corona,1.14,159092,400,307200,0.1,1
True,True,True,False,False,False,False,24,cranium,1.63,387336,400,307200,0.1,1
True,True,True,False,False,False,False,24,cubus,5.9,1943768,400,307200,0.1,1
True,True,True,False,False,False,False,24,flame,1.93,505252,400,307200,0.1,1
True,True,True,False,False,False,False,24,france,2.71,825916,400,307200,0.1,1
True,True,True,False,False,False,False,24,frisco,4.13,1094032,400,307200,0.1,1
True,True,True,False,False,False,False,24,jelly,1.36,243852,400,307200,0.1,1
True,True,True,False,False,False,False,24,karte,8.06,2687584,400,307200,0.1,1
True,True,True,False,False,False,False,24,mandelbrot,1.15,282488,400,307200,0.1,1
True,True,True,False,False,False,False,24,strawberry,1.4,266496,400,307200,0.1,1
True,True,True,False,False,False,False,24,village,2.02,446956,400,307200,0.1,1
False,True,False,False,False,False,True,25,corona,1.21,232376,200,307200,0.1,8
False,True,False,False,False,False,True,25,cranium,2.89,929264,200,307200,0.1,8
False,True,False,False,False,False,True,25,cubus,5.46,2495352,200,307200,0.1,8
False,True,False,False,False,False,True,25,flame,1.57,403628,200,307200,0.1,8
False,True,False,False,False,False,True,25,france,5.33,1813720,200,307200,0.1,8
False,True,False,False,False,False,True,25,frisco,5.55,2232412,200,307200,0.1,8
False,True,False,False,False,False,True,25,jelly,1.88,460204,200,307200,0.1,8
False,True,False,False,False,False,True,25,karte,8.79,4681568,200,307200,0.1,8
False,True,False,False,False,False,True,25,mandelbrot,1.23,205436,200,307200,0.1,8
False,True,False,False,False,False,True,25,strawberry,1.95,468600,200,307200,0.1,8
False,True,False,False,False,False,True,25,village,3.07,843380,200,307200,0.1,8
False,True,True,True,False,True,False,26,corona,1.13,171956,100,307200,0.9,8
False,True,True,True,False,True,False,26,cranium,1.7,395936,100,307200,0.9,8
False,True,True,True,False,True,False,26,cubus,6.29,2077996,100,307200,0.9,8
False,True,True,True,False,True,False,26,flame,2.05,528512,100,307200,0.9,8
False,True,True,True,False,True,False,26,france,2.84,880836,100,307200,0.9,8
False,True,True,True,False,True,False,26,frisco,4.58,1215916,100,307200,0.9,8
False,True,True,True,False,True,False,26,jelly,1.35,259452,100,307200,0.9,8
False,True,True,True,False,True,False,26,karte,8.32,2939360,100,307200,0.9,8
False,True,True,True,False,True,False,26,mandelbrot,1.17,272196,100,307200,0.9,8
False,True,True,True,False,True,False,26,strawberry,1.47,284492,100,307200,0.9,8
False,True,True,True,False,True,False,26,village,2.06,451740,100,307200,0.9,8
False,False,False,False,True,False,False,27,corona,1.38,180792,100,2073600,0.1,1
False,False,False,False,True,False,False,27,cranium,1.59,362752,100,2073600,0.1,1
False,False,False,False,True,False,False,27,cubus,4.99,1585460,100,2073600,0.1,1
False,False,False,False,True,False,False,27,flame,1.38,374000,100,2073600,0.1,1
False,False,False,False,True,False,False,27,france,2.87,959924,100,2073600,0.1,1
False,False,False,False,True,False,False,27,frisco,4.03,1107192,100,2073600,0.1,1
False,False,False,False,True,False,False,27,jelly,1.67,298272,100,2073600,0.1,1
False,False,False,False,True,False,False,27,karte,11.02,2365400,100,2073600,0.1,1
False,False,False,False,True,False,False,27,mandelbrot,1.27,273088,100,2073600,0.1,1
False,False,False,False,True,False,False,27,strawberry,1.41,288052,100,2073600,0.1,1
False,False,False,False,True,False,False,27,village,5.02,465832,100,2073600,0.1,1
False,True,True,True,False,True,False,28,corona,1.47,198072,200,2073600,0.9,8
False,True,True,True,False,True,False,28,cranium,1.84,432680,200,2073600,0.9,8
False,True,True,True,False,True,False,28,cubus,6.9,2091776,200,2073600,0.9,8
False,True,True,True,False,True,False,28,flame,2.15,530936,200,2073600,0.9,8
False,True,True,True,False,True,False,28,france,3.23,984836,200,2073600,0.9,8
False,True,True,True,False,True,False,28,frisco,4.87,1360404,200,2073600,0.9,8
False,True,True,True,False,True,False,28,jelly,1.59,306888,200,2073600,0.9,8
False,True,True,True,False,True,False,28,karte,12.62,2935512,200,2073600,0.9,8
False,True,True,True,False,True,False,28,mandelbrot,1.25,309028,200,2073600,0.9,8
False,True,True,True,False,True,False,28,strawberry,1.55,320604,200,2073600,0.9,8
False,True,True,True,False,True,False,28,village,2.27,496616,200,2073600,0.9,8
False,True,True,False,True,False,False,29,corona,1.21,176136,400,307200,0.1,1
False,True,True,False,True,False,False,29,cranium,1.72,395592,400,307200,0.1,1
False,True,True,False,True,False,False,29,cubus,6.17,1988644,400,307200,0.1,1
False,True,True,False,True,False,False,29,flame,1.98,499908,400,307200,0.1,1
False,True,True,False,True,False,False,29,france,2.91,837148,400,307200,0.1,1
False,True,True,False,True,False,False,29,frisco,4.37,1112052,400,307200,0.1,1
False,True,True,False,True,False,False,29,jelly,1.5,254428,400,307200,0.1,1
False,True,True,False,True,False,False,29,karte,8.38,2870552,400,307200,0.1,1
False,True,True,False,True,False,False,29,mandelbrot,1.18,275876,400,307200,0.1,1
False,True,True,False,True,False,False,29,strawberry,1.46,274656,400,307200,0.1,1
False,True,True,False,True,False,False,29,village,2.5,450444,400,307200,0.1,1
False,True,True,False,False,False,True,30,corona,1.3,239904,50,307200,0.1,1
False,True,True,False,False,False,True,30,cranium,3.1,836588,50,307200,0.1,1
False,True,True,False,False,False,True,30,cubus,7.0,2942004,50,307200,0.1,1
False,True,True,False,False,False,True,30,flame,2.12,537528,50,307200,0.1,1
False,True,True,False,False,False,True,30,france,5.49,1658048,50,307200,0.1,1
False,True,True,False,False,False,True,30,frisco,6.14,2281648,50,307200,0.1,1
False,True,True,False,False,False,True,30,jelly,2.07,480892,50,307200,0.1,1
False,True,True,False,False,False,True,30,karte,9.45,3831688,50,307200,0.1,1
False,True,True,False,False,False,True,30,mandelbrot,1.3,224560,50,307200,0.1,1
False,True,True,False,False,False,True,30,strawberry,2.04,484716,50,307200,0.1,1
False,True,True,False,False,False,True,30,village,3.34,967348,50,307200,0.1,1
False,True,True,False,False,False,True,31,corona,1.33,237448,100,307200,0.1,1
False,True,True,False,False,False,True,31,cranium,3.14,885132,100,307200,0.1,1
False,True,True,False,False,False,True,31,cubus,7.35,2954680,100,307200,0.1,1
False,True,True,False,False,False,True,31,flame,2.22,566556,100,307200,0.1,1
False,True,True,False,False,False,True,31,france,5.61,1835544,100,307200,0.1,1
False,True,True,False,False,False,True,31,frisco,6.09,2393600,100,307200,0.1,1
False,True,True,False,False,False,True,31,jelly,2.11,493668,100,307200,0.1,1
False,True,True,False,False,False,True,31,karte,10.06,3939380,100,307200,0.1,1
False,True,True,False,False,False,True,31,mandelbrot,1.32,229888,100,307200,0.1,1
False,True,True,False,False,False,True,31,strawberry,2.12,505236,100,307200,0.1,1
False,True,True,False,False,False,True,31,village,3.48,974644,100,307200,0.1,1
True,False,False,False,False,False,False,32,corona,1.21,169928,100,2073600,0.1,1
True,False,False,False,False,False,False,32,cranium,1.51,348180,100,2073600,0.1,1
True,False,False,False,False,False,False,32,cubus,4.83,1565596,100,2073600,0.1,1
True,False,False,False,False,False,False,32,flame,1.32,371108,100,2073600,0.1,1
True,False,False,False,False,False,False,32,france,2.82,947716,100,2073600,0.1,1
True,False,False,False,False,False,False,32,frisco,3.69,1085256,100,2073600,0.1,1
True,False,False,False,False,False,False,32,jelly,1.29,255780,100,2073600,0.1,1
True,False,False,False,False,False,False,32,karte,11.33,2377620,100,2073600,0.1,1
True,False,False,False,False,False,False,32,mandelbrot,1.17,271164,100,2073600,0.1,1
True,False,False,False,False,False,False,32,strawberry,1.26,273416,100,2073600,0.1,1
True,False,False,False,False,False,False,32,village,1.91,409192,100,2073600,0.1,1
False,True,True,True,False,True,False,33,corona,1.79,314472,200,8294400,0.9,8
False,True,True,True,False,True,False,33,cranium,1.94,508504,200,8294400,0.9,8
False,True,True,True,False,True,False,33,cubus,7.8,2182456,200,8294400,0.9,8
False,True,True,True,False,True,False,33,flame,2.21,689692,200,8294400,0.9,8
False,True,True,True,False,True,False,33,france,3.6,1023652,200,8294400,0.9,8
False,True,True,True,False,True,False,33,frisco,5.12,1438488,200,8294400,0.9,8
False,True,True,True,False,True,False,33,jelly,1.81,404648,200,8294400,0.9,8
